function:(p1*x)^0.35076971,average_MSE:0.05433583355654934
name,p1,MSE
job_00619,3.8592212826910095,0.010219257180995627
job_00620,3.945887297923475,0.019329339779681064
job_00621,2.885557486628397,0.013739742035705852
job_00622,3.1119048680641335,0.005808351093056722
job_00623,3.387860271018721,0.01134608851928065
job_00624,3.159577678978334,0.014108653960029208
job_00626,4.637029412064118,0.03907592641464981
job_00627,3.368311811692141,0.008757303789920979
job_00628,3.171068304537378,0.01297718690127308
job_00629,3.488269248825911,0.0076986825110610104
job_00630,2.915774257852159,0.010033597307014622
job_00631,3.9574546058585476,0.03286701849216703
job_00632,3.4410638090232504,0.05350609677882875
job_00633,3.1131479047203228,0.013629559416167477
job_00634,3.3872050529523126,0.008040308941060139
job_00635,3.0768104578585356,0.019471888524529635
job_00636,3.4246946156058136,0.02741153533632572
job_00637,14.07186291221098,3.032840906730308
job_00639,3.849082461167874,0.0522019050611118
job_00640,2.946193681694885,0.0159753856725242
job_00642,3.1618005397897795,0.0040004662760977005
job_00643,3.2742095083831075,0.009707450891184674
job_00644,3.505427911801048,0.02166811446782085
job_00645,2.7948570583706016,0.016571744368246863
job_00647,4.429580364310012,0.08636245822019735
job_00648,3.448405764741858,0.011230652266767773
job_00649,2.9509283352054165,0.010038583898475286
job_00651,3.229497046238567,0.007808735482901266
job_00653,3.1205166302775256,0.005023312203301976
job_00655,3.1369297118579285,0.025624076232248074
job_00657,3.17139008950326,0.015125879684672936
job_00658,3.2545521604986303,0.014080950152708667
job_00659,3.133915982373083,0.021609012459688496
job_00660,3.8122691354781364,0.011795343577078277
job_00661,2.847622953966407,0.008091543388362515
job_00662,3.0324922111283756,0.021725370177701486
job_00663,3.6272188776504914,0.02715324367279604
job_00664,2.728458676455267,0.017960400133020804
job_00667,2.844869074461707,0.010982838277721115
job_00669,3.0534777851473693,0.006539911594302472
job_00670,3.1217540247708047,0.018660444398121777
job_00671,4.287579315485363,0.004999641618015221
job_00672,2.7614011152415903,0.018421002158513538
job_00673,3.328710656471923,0.012419328797436882
job_00674,2.922806161968996,0.013406129786155277
job_00675,4.24253019405769,0.018625550222247694
job_00676,3.366501001465887,0.015573463546777714
job_00677,3.7243576081278276,0.07639325956065983
job_00678,2.881599853296149,0.01646573637594045
job_00679,3.5922966623843227,0.1883450278976848
job_00680,3.3315784760304616,0.008118273603458374
job_00682,3.0585318263742036,0.010193508622404295
job_00683,3.1748282820070552,0.014147247617596498
job_00685,3.4271041294354503,0.037298539906393105
job_00687,3.844382565321926,0.033468035842410024
job_00689,3.075975193738553,0.007676855307546576
job_00690,3.6058628881952606,0.025202580592813162
job_00692,2.8425014158604016,0.019765765787160886
job_00693,5.387749323019635,0.35200455336124936
job_00695,3.520858006611907,0.009860144950934699
job_00696,3.4307758357564673,0.010003106090935845
job_00697,3.668611172712595,0.010473063746361625
job_00700,3.019414273973527,0.018468459806142375
job_00701,3.292498201537011,0.006369563658513088
job_00703,3.042345246473088,0.020014682713528062
job_00704,3.667774211966126,0.03358285347949076
job_00705,3.763839916554399,0.1165086841624537
job_00706,3.5803779081829474,0.04199189039863483
job_00707,3.453004742070702,0.010450171422395417
job_00708,3.5439048618931843,0.01676123321803855
job_00709,4.578195291615412,0.019315233110250796
job_00712,2.980932467855349,0.018279699678528296
job_00713,3.91883745053914,0.028840937154791628
job_00714,3.854985405939624,0.014051486029254054
job_00715,3.1670101680494933,0.020413380998531808
job_00716,3.3976487626842338,0.016868987502830224
job_00717,3.293265175730405,0.016340189869683
job_00718,3.959904084605061,0.007379695122886954
job_00719,2.99948639613958,0.019235896373949627
job_00721,14.128212926211008,3.1130351458087087
job_00722,3.120169497341412,0.01645424730307632
job_00723,2.891219235573833,0.02092239922144841
job_00725,3.224907275211514,0.008233352335209377
job_00729,3.667223345963619,0.02526126069611034
job_00735,3.7263652813527863,0.018999487944706937
job_00736,3.502795838095256,0.016812015720948845
job_00737,2.926902087197467,0.018969585983187272
job_00739,3.526418801486375,0.01037723773024819
job_00740,3.861812381512599,0.009345062063877684
job_00741,3.225650073838808,0.012708097169957976
job_00742,5.054215311298893,0.0673703866408958
job_00743,3.0135031090887243,0.015804444018212307
job_00745,3.0022454626543618,0.019104996611252676
job_00746,5.037830604372289,0.07513851492616916
job_00747,3.5144578394983492,0.04744511902921088
job_00748,3.0508447227297326,0.012177415753337875
job_00750,3.3921138744827255,0.09467877715607688
job_00753,3.4966243156202186,0.012409393695922503
job_00754,3.2664295515547934,0.007081241673856757
job_00758,4.45349974172506,0.01737429969431485
job_00759,3.4458866812666127,0.010542276096127175
job_00760,3.907614154936553,0.056009527154882374
job_00761,3.4821010623937156,0.014379710929444794
job_00762,2.7172455009169383,0.016877463199934765
job_00763,2.991823731358956,0.011490314922486797
job_00764,3.7866139466034756,0.018199488844359325
job_00765,3.599292798938016,0.009234494236182507
job_00766,2.8908019574488595,0.019237130777734725
job_00767,3.019113431798406,0.020167614203415892
job_00768,3.3270766654302255,0.023265243431237363
job_00769,3.579428522954534,0.01055877331761409
job_00770,3.6746389307775775,0.004931714660038574
job_00771,14.147374924357612,3.1213339470111054
job_00772,3.0311432731671446,0.014110039734036992
job_00776,2.98194300706352,0.014588658934386966
job_00777,3.949089018923038,0.08939547237997347
job_00779,3.336597825677024,0.006586595075771418
job_00780,3.2518082872587115,0.01888730364160487
job_00781,3.6756769373117635,0.005071631703788717
job_00782,3.0118145251182997,0.0165470197231225
job_00783,5.259723554582242,0.24768029961604623
job_00784,2.8355529788702807,0.016989244561801595
job_00785,2.963398558170565,0.007335133593544774
job_00787,3.4295070143306208,0.005045995959284507
job_00788,4.6240391764265745,0.010434387575489807
job_00789,3.5696314948349905,0.019543440536309062
job_00790,2.764872628339159,0.009493144981553073
job_00791,2.857507054698701,0.008074845403341014
job_00793,3.3721837416413787,0.01087392025329678
job_00795,5.691498251723978,0.3027506227467209
job_00796,2.996102764443502,0.017568599596516906
job_00797,3.8240798565168554,0.0172471505071375
job_00798,3.477516269748594,0.05552528243224202
job_00799,3.044794600011803,0.005450487281471625
job_00803,3.683268694979335,0.020317836790942435
job_00805,3.419897876632653,0.06919803036855146
job_00807,3.391456313981831,0.012507984851840438
job_00811,4.316122429901227,0.01813003555506783
job_00813,3.7577032527683465,0.01805962900813594
job_00814,3.5763614592615784,0.023155335006652185
job_00816,3.29271312002158,0.01883294889727971
job_00817,4.768170550677749,0.010940962460727321
job_00818,3.088365317500809,0.008746275972260764
job_00819,3.2209865360029717,0.008970550958224409
job_00820,4.463616402770813,0.0237058990216428
job_00821,4.338539088870157,0.020891220539380966
job_00822,3.7156602015855915,0.007528661593231052
job_00823,3.144768849655464,0.019972382146567325
job_00824,3.9743116937173646,0.10869308731159165
job_00825,3.2331367350189266,0.013079090624048549
job_00826,2.8972847087366564,0.007082628543057606
job_00827,3.4763639450845276,0.013248688860844522
job_00828,3.051887657067973,0.01608339192598935
job_00829,4.939026390435574,0.25241641206817544
job_00830,3.8018089049916353,0.013038374959282166
job_00831,3.7186248813954648,0.0306353071304392
job_00834,3.121532003609933,0.02011901612084859
job_00835,2.8542596594925587,0.010510129533411655
job_00836,2.906864958400228,0.02309029715484844
job_00837,2.993037340179313,0.019110070078978376
job_00839,3.0782226107637483,0.02317040035592072
job_00841,2.78407327380368,0.01918427411967582
job_00842,2.9946182709702875,0.00847249526935428
job_00843,3.5004790377476276,0.01699827340669113
job_00844,3.079912405905104,0.015815540758197362
job_00845,4.09671052544892,0.012669833393238706
job_00846,3.5708251629122425,0.06374830249575311
job_00847,3.3795112044664166,0.008904033310972044
job_00848,4.876483890125213,0.016528929875440065
job_00849,3.5048679613949236,0.024795122332041182
job_00851,3.617684998076435,0.05509408718853055
job_00853,3.368816299196412,0.012617154788906529
job_00854,3.2413665238634297,0.010809534514652993
job_00855,3.9634501959116584,0.011582120300684519
job_00856,3.4364028589671243,0.041600871515869414
job_00857,3.847981236126005,0.06710520475624984
job_00859,2.9635618234396808,0.0164594121064737
job_00860,2.981455727226424,0.021537382161859474
job_00861,2.8160546459264,0.011826389081980469
job_00862,3.825615243772759,0.007272629586385888
job_00863,3.29328952030394,0.009257096316122551
job_00864,4.667263756788086,0.1251314748804509
job_00865,3.7091432684331314,0.004542840225244179
job_00866,3.070340821599058,0.013154123252596565
job_00867,3.2338702977450136,0.023816378532028136
job_00868,12.310882717391877,0.8809324533548363
job_00869,2.9794111029344896,0.012045370270260503
job_00872,3.262780250415057,0.008880566490767482
job_00873,4.201823211855878,0.007522556322524022
job_00874,2.7692953598053314,0.020285777097809595
job_00881,3.648604907983343,0.013177099986018025
job_00882,3.5688550207382455,0.0195203784183023
job_00883,3.949968108697223,0.10907551588411477
job_00884,3.2340987645031967,0.01564280363632189
job_00885,3.3518407962888537,0.01941034429815967
job_00886,3.1870626870464527,0.009105728446246818
job_00887,3.4837632709262616,0.012452456367408406
job_00888,3.517388128810875,0.01293670090236073
job_00889,3.1998671452791183,0.02060001765519032
job_00890,2.9798939973642424,0.01381266487729827
job_00891,2.6982332496216874,0.019273114588039063
job_00893,3.695326943107571,0.048396468586194744
job_00894,4.114815037820834,0.03380680174764622
job_00896,2.8741337119848818,0.017019402359550285
job_00897,3.3302747386530434,0.010632814072111422
job_00898,3.079456363054993,0.01930654379275629
job_00900,4.671388433344394,0.052695890667226596
job_00901,3.546065835936059,0.019481965034443056
job_00902,3.6475598474655997,0.005837749772893834
job_00903,2.7378503683019164,0.015578871634172611
job_00906,2.9136775064969043,0.019446210816620527
job_00907,3.0749387334970377,0.015636818068755866
job_00908,3.0469126249946186,0.004963929935901286
job_00909,3.4823565734634214,0.009700051543993591
job_00911,4.056298811827567,0.0018074332074183592
job_00912,3.5567908885392447,0.006591749037139943
job_00913,3.3516835246022216,0.02128631719082386
job_00914,3.7424882292220882,0.049495165395024826
job_00915,3.2160742518183434,0.013520114164454389
job_00917,3.15939245980886,0.01999366323104883
job_00918,3.5870073049447453,0.09699970724765399
job_00919,4.245452602288777,0.01539581533650224
job_00920,4.34376227269916,0.028802997800661458
job_00921,3.2165523184256664,0.011980622652780479
job_00923,4.3081790172520185,0.09477183424734352
job_00924,3.317005279630268,0.010617055906209002
job_00925,3.684721650291474,0.011945838110552373
job_00927,4.61965276415388,0.014668371328896463
job_00928,3.2125943339267042,0.021008100749584216
job_00929,3.5212206205376444,0.015213193246124487
job_00931,3.7858056890723697,0.06060054361113966
job_00932,3.1748160292427046,0.02186727912925867
job_00933,3.6301672127865863,0.0508283594422209
job_00934,2.6189043777377523,0.017829543226690534
job_00935,3.7789666743627093,0.014291752339989914
job_00936,3.949986879011479,0.010052076888928743
job_00937,3.807241520775372,0.0533666373038017
job_00941,3.370859822900129,0.00685500350022215
job_00942,3.203181604458805,0.02230737782732748
job_00943,3.656028181061689,0.08937139790518218
job_00944,4.159781977430715,0.04488345790699324
job_00945,3.145324864994817,0.0113140432800777
job_00946,3.8961470187429823,0.026929081913465183
job_00947,2.8654199353790735,0.009729790241119472
job_00949,3.671777744204801,0.04641280715031639
job_00950,3.6073296504265326,0.1435321010471463
job_00951,3.6425908546443413,0.006582188838005962
job_00952,3.4035193794958425,0.009883396939512009
job_00953,3.3203053180728,0.01867926856007409
job_00955,3.5433385793991854,0.010880230566822096
job_00956,3.617513223682582,0.007753271561928356
job_00958,3.3637031058489852,0.00967415161986224
job_00959,3.678445112206486,0.10812925498480296
job_00960,3.3885726247644734,0.012939096069141004
job_00962,2.930124257109452,0.018003950584003333
job_00965,2.8413677948795213,0.019756513218608746
job_00966,6.0812494964602815,1.0958906345721466
job_00967,4.006911888323112,0.025570478622738427
job_00968,3.193993810868159,0.013476762742022988
job_00969,3.8510613768957453,0.017365356194627788
job_00970,3.3174175724118644,0.022910049621897792
job_00973,3.329815314051756,0.010451093460968877
job_00974,3.382350476264191,0.00698144059156108
job_00975,3.919343424013377,0.04428589624527174
job_00978,4.81783186406477,0.018144949704597884
job_00979,3.8250446228326602,0.041412509533032466
job_00980,3.3989256123139824,0.013921486386049274
job_00982,2.9956495640357006,0.017579411459104483
job_00983,3.228136353994474,0.009603543472193296
job_00984,3.46892716752564,0.013473388149047628
job_00985,2.9730478874573096,0.01913870442460803
job_00987,2.9343208377817227,0.022319930363233865
job_00988,3.173689788012133,0.007430494531451854
job_00989,3.343835664895839,0.009630809094593774
job_00992,3.5035396288908056,0.023035771983933286
job_00993,3.4583371059803922,0.011424626102903547
job_00995,4.89652881648007,0.0825661244713161
job_00996,3.0221829494955017,0.013751043101114923
job_00997,5.35974779780133,0.06603176314632074
job_00998,3.1217633847530175,0.01622576092800723
job_01000,3.324550177977983,0.005585942021092009
job_01001,2.8473001125429906,0.008234306449010449
job_01002,3.078446580861097,0.015707754620272456
job_01003,3.5076204607072587,0.06436366851666953
job_01004,3.1347603715425034,0.007532568540638522
job_01005,3.7831067722070593,0.014474895233028598
job_01006,3.7991563885782638,0.012080133313045667
job_01007,3.503284563369024,0.00807411702572361
job_01009,4.711040526905928,0.0798780256873076
job_01010,3.7183964436162795,0.029538817036351885
job_01011,3.7857331701328145,0.014769590018141513
job_01012,3.0139537768827087,0.017063214656173494
job_01013,3.4837119524281515,0.03800172850950767
job_01014,2.979395378930501,0.008970554247144887
job_01016,2.844677147780605,0.01988268367584281
job_01017,4.698552777502018,0.01818509441340257
job_01018,3.6057352312314817,0.01265591508030842
job_01019,3.786171308387885,0.03697906867133869
