function:p1+(p2*x)^1/3,average_MSE:0.023551146729967783
name,p1,p2,MSE
job_00001,-0.9126108027062053,5.4014870737192995,0.05912243897786901
job_00011,-0.13664242791232079,4.103715402157342,0.0031552708835003093
job_00014,-1.339657784460823,7.531815817317345,0.05147357980700049
job_00015,-0.9291474791476203,5.834182096500416,0.030881469271518178
job_00026,-1.2113550218761333,7.009761955038224,0.0390838216939777
job_00027,-1.2048815590903703,7.117413725917098,0.03763890215805955
job_00029,-0.1252926292339231,4.417732484981678,0.002954322752998385
job_00031,-0.7043284748870305,5.365371959881117,0.02379717049384204
job_00038,-0.019534860606267527,5.238677852290788,0.006914330640780287
job_00039,-0.8570376107330998,5.522517888702651,0.04855187039570841
job_00040,-0.8037688596601843,5.437604930532807,0.04062202257617487
job_00047,-0.11010555392589745,4.153766760126653,0.003056333912983707
job_00048,-0.08450038521624298,5.319293081735227,0.006853277253607146
job_00049,-0.23538964063085804,4.784429543949308,0.005947218835482771
job_00054,-4.041417702071475,17.959726320279785,0.44843321081898885
job_00065,-2.5941704220127284,12.861406048418155,0.10970378639183224
job_00081,-0.9040677244477251,5.928184281971793,0.029890344170807666
job_00082,-0.3039262104737578,4.651697262443481,0.004104978859066243
job_00086,-0.14802792334960085,4.398916779135219,0.00610886209354975
job_00087,-3.8425423837889063,17.378353010764943,0.4281216464989384
job_00093,-0.9583493410162142,5.900554510105528,0.03756861729883344
job_00094,-1.1616287805010486,6.405275988936449,0.04299041761128575
job_00096,0.010875475154104246,4.041171202176397,0.0015057397002060551
job_00097,-0.7236380943218567,5.599317707622431,0.010815589914394384
job_00098,-0.020970204403835877,4.376384686340668,0.0014926328892683257
job_00099,-2.6294514494078403,13.106735697552724,0.11870691620738655
job_00100,-0.2916212063289796,4.9850695857134015,0.006890783023978537
job_00104,-2.4304046862052036,12.509342354898651,0.1066022534514652
job_00111,-0.018288971844096523,4.009436700106904,0.001765568871965515
job_00112,-0.043425767013998626,3.9102909744130216,0.0027397514305674236
job_00113,-0.08278099162904666,4.291683360134174,0.00147790733378523
job_00114,-0.35025865811964024,5.013758597912117,0.0032711891480784873
job_00115,-0.15870948851994798,4.441457238526625,0.004473478961688995
job_00116,-1.1307778801363766,6.208517200225933,0.04627965495451077
job_00117,-0.18124907561801293,5.0746784474456375,0.007356164459424592
job_00118,-0.08295489188085432,4.035621327053396,0.002166690841620815
job_00119,-0.10770562221666123,5.45964906195491,0.005086675832539472
job_00120,-3.998659903582657,31.67096458145076,0.15383323752956551
job_00122,-3.998772526505714,31.671553894977684,0.1538351878608586
job_00127,0.028590563550138965,4.0269449547974805,0.001484143118703369
job_00142,-0.6423340182775642,5.242662780987454,0.03298202871171414
job_00143,-0.22958290868847434,5.352529405830815,0.00324915448070129
job_00145,-0.05645534207179246,4.364309464614093,0.0025046966574783433
job_00147,-0.42751257667221043,5.334248225146773,0.004513822549720968
job_00149,-0.062465892637825905,4.396947340357704,0.0020559245981144423
job_00152,-0.5586477336218495,5.334236699967466,0.03889609481556468
job_00153,-3.2377937327354154,16.469669155857545,0.1983351592164876
job_00154,-0.044173717076407375,4.207907433832427,0.0015391769875036385
job_00155,-0.01051576292739328,4.521764532002451,0.0022899254491841377
job_00156,-0.06414616358510389,4.182037933336835,0.0026115717120001043
job_00157,-0.041593212062601415,4.619076005316924,0.0019736143528872995
job_00159,-0.3179753047098262,4.405533114515566,0.006826939745952022
job_00160,-1.45987799521523,6.887740588582843,0.11083160822266205
job_00162,0.047599139638260186,4.388664448343866,0.007122577251579875
job_00164,-0.16320196367801676,4.199380724755034,0.003994084762616854
job_00165,-1.223734773509898,7.1258113551283095,0.05221050696098346
job_00166,-1.222456456045217,7.118180820115957,0.052792227199608376
job_00169,-1.0193084047094323,6.092593422695669,0.03525344546836396
job_00173,-0.034210349853794446,4.396042131670267,0.002003164687735312
job_00176,-0.178437864244419,4.560196931302641,0.00477430545099395
job_00177,-0.1402084526116922,4.069352181158839,0.0034614687532146613
job_00178,-0.08200972403938835,4.112785111524723,0.0011779840084434933
job_00179,-0.14649065193910132,4.521199751942562,0.003312811254174366
job_00180,-0.04109971692634311,5.553935986884573,0.00816053392108143
job_00182,-0.09060241195645843,5.6384405394611665,0.00895116484680228
job_00186,-2.487767193618511,13.31042478047994,0.15987526855851522
job_00188,-0.06907071277240308,4.46421004044478,0.0026505083873786957
job_00191,-0.30459538658159946,5.171651449980356,0.0024762867012819703
job_00193,-3.0202717710579425,14.32624536383102,0.17466210540198632
job_00194,-2.7386784842829135,13.33518465653886,0.12969064922862236
job_00195,-0.295625737949004,5.5053522733015745,0.008477245224046671
job_00197,-0.9087918542009058,6.073246612034028,0.02790167449188667
job_00205,-0.11534908116380406,4.4959115864229755,0.0033780659820797426
job_00207,-0.06104260876106056,4.306496486432477,0.0022348616133404703
job_00212,-0.5498408152828201,5.218081201634049,0.01764413587304056
job_00214,0.005661487833359496,5.294543404548392,0.0035267485096516114
job_00215,-2.2969228883381465,11.252590609750559,0.11778341106759604
job_00216,-0.024854839245474384,4.2977460255243445,0.0021822712164626364
job_00217,-0.23260448185474683,5.84228427405896,0.012362035712909843
job_00218,-0.8531925433733857,5.771682497630637,0.03799813099750291
job_00220,-0.8102715087061715,6.101262603046103,0.02202707224907555
job_00221,-0.049585802715465664,4.759100434567111,0.0037780979763109403
job_00223,0.025314889344182065,4.146759887850213,0.0014763454856311108
job_00224,0.00712849798048587,4.5331727354551425,0.0018279529784556603
job_00225,-0.08840041721489497,4.700101575860044,0.002517353482868822
job_00226,-0.2441112952963579,5.1141359734867695,0.0022880127492847947
job_00228,-0.3625571453591162,4.718259842521767,0.01281995595910432
job_00229,-0.28502310488199123,5.085689761964079,0.0024025528366128147
job_00230,-1.0388021755491328,6.163648915624882,0.03740016921633719
job_00231,-0.14703792918272138,4.773911298112484,0.004568564508751859
job_00234,-0.11832308963343367,4.668087256877017,0.006135277824059078
job_00235,-0.21745095962606295,4.667888785865489,0.0019005507460897447
job_00236,-0.9833046851987296,6.104378104373104,0.032560264694833946
job_00237,0.004164453305541514,4.692015618912242,0.0031020801160402734
job_00241,-1.0087040464282215,6.254529762029771,0.042420120699481006
job_00242,-0.6474797650845819,6.1916006370437575,0.00836052349160349
job_00243,-0.09758491842288554,4.490219654668108,0.0034989295029200945
job_00244,-0.0979583931952354,5.569191453761554,0.007540900080280338
