function:(p1+p2*x)^p3,average_MSE:0.011704797644156781
name,p1,p2,p3,MSE
job_00001,11.373492534401498,1.5742165111962632,0.3831529980172199,0.03156200344611573
job_00011,-0.37695719763546,3.526125890535157,0.338608529894851,0.0026942231665364946
job_00014,6.374254053749759,1.9010337560499317,0.38600450230863775,0.021794559956515382
job_00015,6.393994436023016,2.019447171192242,0.37382084689059714,0.01349198682136461
job_00026,5.843029312672848,1.982464676397063,0.3813153870871653,0.01524945201193415
job_00027,5.6182141323430335,2.0490333339642413,0.3804016578349296,0.01446270623384202
job_00029,-1.3457782577807722,3.9116598559993867,0.3374066111649031,0.0025690436586945126
job_00031,6.09085667114384,2.3053461156499737,0.36518080146863285,0.012086844190999948
job_00038,-4.437280153057496,5.455468895746606,0.3315536516123878,0.00567473749626216
job_00039,10.526545184342101,1.791798880945276,0.3779013428328752,0.025579093821884783
job_00040,9.430927264530627,1.9255892977592999,0.37391720587375993,0.021417876695367224
job_00047,-0.8169642851977551,3.6973849922833764,0.33732253663675066,0.0027145204899436744
job_00048,-4.057491646179377,5.162472721618773,0.333907472105389,0.005935420489584278
job_00049,-0.5407680150630525,3.7407214367696815,0.3417929310634258,0.004914907997394887
job_00054,12.546727624715139,0.45116112234622907,0.5109366674496117,0.07346510653379112
job_00065,7.042553361577464,1.36453989817139,0.4228472098170704,0.019304976197695292
job_00081,6.567565777104908,2.1091052428261006,0.3725980707477798,0.013058946476743036
job_00082,-0.23849645538658543,3.3837566076118835,0.34437360436549574,0.0027802688207141896
job_00086,-0.4258690110686897,3.7298150200913756,0.3390693248570593,0.005471875143360193
job_00087,13.494589935434476,0.4783340003027633,0.5052859544484117,0.07529896588474179
job_00093,8.369718186319014,1.8825672987729523,0.3776967768966501,0.015928055402240952
job_00094,7.934599318001451,1.7260591480021432,0.38455731163798573,0.0155445571328856
job_00096,-2.2765317841311545,4.208871847647099,0.3317514338930279,0.0012515983068076921
job_00097,2.436424800294425,2.6200601398095085,0.3608287274781162,0.004029253003822041
job_00098,-3.2035281743556046,4.522417252141069,0.3318038711743841,0.0008818177947014134
job_00099,7.51143069970683,1.3417323496357916,0.4246308298618872,0.022519648343804446
job_00100,-1.0075789810313163,3.7221703291331805,0.3433071158329458,0.005566587627772988
job_00104,7.886623599318259,1.461252333818018,0.4184273863615874,0.022454208928039503
job_00111,-2.0510077669070155,4.034355176149943,0.3329331358884421,0.0015573778368929388
job_00112,-1.1628434355988417,3.7605394024989556,0.3346202239950556,0.0026060599114546396
job_00113,-2.2288308552270735,4.054406735767209,0.33502377967621827,0.0011981189145027426
job_00114,-1.0306914138007361,3.5650748999167963,0.3449410457751595,0.002068011412656364
job_00115,-1.41144787887528,3.812289639635223,0.3384446251284318,0.004011997384946928
job_00116,8.955266523242088,1.6499778411881985,0.38566733260196917,0.017301438219976296
job_00117,-1.5572274298254607,4.25427400258681,0.33923982669633673,0.0065975556338762655
job_00118,-1.6125979081197965,3.774996856890247,0.33543846178195486,0.0019906204928368133
job_00119,-4.165079574690815,5.220327046884742,0.3343301884828203,0.004202101961582074
job_00120,-6.299980025016004,3.4053319798003203,0.4092911073407789,0.2274033930174844
job_00122,-6.299783777092132,3.4052056752141766,0.4092933935556587,0.22740659071105132
job_00127,-2.611976788509756,4.312692840244664,0.33074538373100043,0.001078733114221162
job_00142,6.444584958721483,2.352837641561623,0.36365345679863825,0.02141692627062415
job_00143,-1.8689463568804816,4.340878888986107,0.34023201551988635,0.0025658254197392875
job_00145,-2.3623795082208807,4.228647779187659,0.3341932626715819,0.0021992066895632667
job_00147,-1.2631937340112178,3.550937143013531,0.34717525946531613,0.0029099286782681686
job_00149,-2.4399512318238243,4.254236742574375,0.3341971227830756,0.0017610043795276674
job_00152,3.948165257638996,2.7613478821216204,0.35754917741266634,0.030914226584172085
job_00153,8.933882483823528,1.1257219393849753,0.4439915591959061,0.042316127264019655
job_00154,-2.330497938236028,4.153806778119665,0.3335085660373666,0.0012841616478991005
job_00155,-3.1772334203417953,4.660544002988632,0.332020109149477,0.001752318639961371
