function:p1+(p2+p3*x)^1/3,average_MSE:0.014729088924970775
name,p1,p2,p3,MSE
job_00001,-2.117193656624081,124.88424134145406,6.617200672278881,0.04198191552730624
job_00011,-0.1384276699700229,0.09565813102523488,4.105193838356689,0.003155072061367748
job_00014,-2.4079225645472953,128.74565508777476,8.86960573871,0.03421376102788783
job_00015,-1.6788276639586246,71.07953858440601,6.622001303902358,0.021131315905269916
job_00026,-2.133329370903213,102.42344735610571,8.107574082982401,0.025105383627520808
job_00027,-2.0954474475652933,98.93390546958543,8.187847512189817,0.02440504173181098
job_00029,-0.10200014424214263,-1.2780190791897705,4.397441106215683,0.002911723106269405
job_00031,-1.2474814815788358,45.70050890242797,5.903203932016133,0.018091733251996537
job_00038,0.05541902353666857,-4.301295615340971,5.1651535799810455,0.0057001562273378895
job_00039,-1.8729179738303618,101.17881810328785,6.557966064348518,0.03489762015151899
job_00040,-1.6705341027033618,81.86128591778024,6.309071499903906,0.029668977359566227
job_00047,-0.09614939504977132,-0.7420876201386237,4.14210499474767,0.003042395424719494
job_00048,-0.0142559659126128,-4.110919964819847,5.24973591979776,0.00594456326866533
job_00049,-0.25111541423172634,0.9449200658390225,4.7988467498077965,0.005933376923934222
job_00054,-14.40670296550408,6489.975877164543,45.62365472209767,0.11189709800075703
job_00065,-5.194181402712939,575.3466683634325,17.641122095241972,0.0409511047272772
job_00081,-1.6401276817281352,70.15510097276743,6.7096613855848934,0.02057486688934748
job_00082,-0.34832054610199764,2.679342342417665,4.6916021450928085,0.004004975683766359
job_00086,-0.14673959528357639,-0.07209755665287008,4.397799126232814,0.006108757872566116
job_00087,-13.801287168203398,5948.02944113924,43.22619950369679,0.11228140519339253
job_00093,-1.8996445937988533,95.24826525843999,6.9011801133678246,0.024475952687184447
job_00094,-2.2726896594561246,123.50354777212986,7.65701243242623,0.025485866206506187
job_00096,0.06137027999314512,-2.5172815595836027,3.999612695098559,0.0011982034019172778
job_00097,-1.0806247651636858,28.65995260403849,5.962111377089053,0.007473967963473099
job_00098,0.03931792526807086,-3.128265666665127,4.324007857790065,0.000926495511487051
job_00099,-5.355180985366592,622.0578208714159,18.192900091385575,0.04618964724342502
job_00100,-0.30252050435356226,0.6701922407023362,4.995341599327503,0.006883584980855854
job_00104,-4.935217978789462,537.7972627282894,17.021831066057654,0.043641387772147835
