function:(p1*x)^1/3,average_MSE:0.07513390737917766
name,p1,MSE
job_00672,4.052545893941101,0.0010630448905164657
job_00673,4.930562614166957,0.05211413741383248
job_00674,4.301913689059543,0.0019894511469646927
job_00675,6.366510577631953,0.019655125977035236
job_00676,4.990538616536203,0.030877661197370967
job_00677,5.5476023948074,0.15339598260997486
job_00678,4.238244692955459,0.0019681152631089104
job_00679,5.339207276572992,0.29980772231302344
job_00680,4.935871020929705,0.028127763859394365
job_00682,4.512189077118155,0.0030796641475274865
job_00683,4.69302649541059,0.004081682173292738
job_00685,5.08374632191883,0.08480012136633
job_00687,5.740494739639114,0.0093265378245392
job_00689,4.538674909904974,0.014997245519657178
job_00690,5.366125717653557,0.006638712182420229
job_00692,4.177897943908318,0.0017879242158392824
job_00693,8.176542450223058,0.5564478735936546
job_00695,5.2312736397845745,0.03348467855254488
job_00696,5.091412308912848,0.012524421302692603
job_00697,5.461567880921319,0.056848445203034385
job_00700,4.451814491776818,0.003313192287579812
job_00701,4.875756956565848,0.007447895220388061
job_00703,4.4875246356928695,0.0017399005457932211
job_00704,5.463391029388682,0.008700695601048894
job_00705,5.6085295418548755,0.21609681154455282
job_00706,5.326723746568135,0.012049220389171767
job_00707,5.125524914055786,0.027087694843072215
job_00708,5.268760900273744,0.007202581254134278
job_00709,6.895089476664831,0.07409186341837071
job_00712,4.392175075187898,0.002137273438456875
job_00713,5.857398736220085,0.007653437613827801
job_00714,5.756465454346703,0.005298139914054964
job_00715,4.681194624224296,0.0025014564447986055
job_00716,5.037926196206229,0.06060374094708272
job_00717,4.877574645642423,0.002724183072763819
job_00718,5.92018359156914,0.026420787956998957
job_00719,4.420977857801534,0.002283867203096715
job_00721,22.520173286074275,3.9406176339836136
job_00722,4.608174889287485,0.003315018172453164
job_00723,4.253308959685143,0.002073144958557845
job_00725,4.770230398654681,0.015346428369464385
job_00729,5.459305794236425,0.07362357983685006
job_00735,5.554798981488588,0.004480652846744376
job_00736,5.202931264585177,0.042793118078454394
job_00737,4.3085058128003695,0.001440685211076167
job_00739,5.240152373188609,0.029787400947910925
job_00740,5.766702151068956,0.011552115681156543
job_00741,4.7721089589062995,0.0026456619108883718
job_00742,7.649699764714308,0.1626291029058317
job_00743,4.442585520292896,0.0020859456628385927
job_00745,4.425253943656404,0.0022239279100078283
job_00746,7.625915359925968,0.12320985949306536
job_00747,5.219684946301903,0.10755712710843143
job_00748,4.500266997300113,0.004809897261863321
job_00750,5.027788762819916,0.17345045543749546
job_00753,5.19416919050955,0.017924000762405447
job_00754,4.834617136738882,0.020574856418282488
job_00758,6.6991006467390966,0.03938741657769356
job_00759,5.114425569506825,0.026724580463292076
job_00760,5.835586145149535,0.12738279784140627
job_00761,5.1703522071559975,0.045735707758602515
job_00762,3.9843004991134467,0.0018095177542283803
job_00763,4.408566403572485,0.0074442105363610655
job_00764,5.649264534197559,0.005389311869153299
job_00765,5.354584125579242,0.01937122705683514
job_00766,4.252551815068639,0.0031368521533072105
job_00767,4.451499470215269,0.0013206136634139228
job_00768,4.930545419035367,0.003440668732069202
job_00769,5.323614995613593,0.017817507493863346
job_00770,5.4727193444658955,0.012558770200453345
job_00771,22.552233071132285,3.9508803737503277
job_00772,4.469878256193274,0.0022155483384314945
job_00776,4.393551444144571,0.003098267859874998
job_00777,5.89971107494942,0.1850295217871874
job_00779,4.943898180530956,0.02188228515670913
job_00780,4.813066553569622,0.0034200555602920883
job_00781,5.474011388598081,0.020304289399401407
job_00782,4.440002514248394,0.0019442338117697192
job_00783,7.973688500062426,0.4191351035762815
job_00784,4.1670445311854705,0.0017064344635728914
job_00785,4.36417331617021,0.01133878648703359
job_00787,5.088616923428497,0.02651014227104082
job_00788,6.968020046370076,0.060233895653455535
job_00789,5.30908203487257,0.008450729401289518
job_00790,4.057293028262531,0.007536576207022794
job_00791,4.20046372625351,0.0060667649731859135
job_00793,4.99922277118895,0.030435199686166817
job_00795,8.663622933294825,0.4900733377391701
job_00796,4.415670144234679,0.002089691670143343
job_00797,5.707766718694239,0.011793674026500514
job_00798,5.162540907054215,0.10185654758459096
job_00799,4.490374143920417,0.010275380898508707
job_00803,5.487275308818102,0.0045711724618099836
job_00805,5.071863883526755,0.13140577408519855
job_00807,5.030230820485675,0.010238954864434876
job_00811,6.4828451105961875,0.017672225005306182
job_00813,5.603812401844698,0.006964385553260362
job_00814,5.319921661740997,0.005028099680818403
job_00816,4.876757006358894,0.004209028284958384
job_00817,7.197996911524091,0.0361579201325618
job_00818,4.558331277458435,0.006040454791326851
job_00819,4.764239681809723,0.01341410355895948
job_00820,6.713337069198303,0.08349202544485945
job_00821,6.516533022331392,0.057897289369636215
job_00822,5.535514350737522,0.04946183881167943
job_00823,4.646610016908355,0.002056512203695074
job_00824,5.93919225008229,0.20868406686370702
job_00825,4.78200596394986,0.044795948212281174
job_00826,4.261774972110342,0.01102644984819948
job_00827,5.16295958985888,0.008171509408489016
job_00828,4.502128469608101,0.002833198410147451
job_00829,7.462545938445605,0.4240401492849484
job_00830,5.671484064387394,0.03696577450870711
job_00831,5.543133911704157,0.005364369338723731
job_00834,4.608683372015505,0.0456821282511754
job_00835,4.195293671368128,0.012150258457650054
job_00836,4.277601529514796,0.002479016399186986
job_00837,4.410992283320675,0.001782867908827726
job_00839,4.543262308791791,0.003959513754305165
job_00841,4.0875671616939195,0.0017179765121119862
job_00842,4.41240728980771,0.016443921908484475
job_00843,5.201041787123043,0.0029510002265672342
job_00844,4.545643468783166,0.002478702835144144
job_00845,6.136407233777006,0.01462281289011479
job_00846,5.30733665619252,0.1355779099874498
job_00847,5.011416232060685,0.01067547022299409
job_00848,7.370500052037058,0.03516119087315913
job_00849,5.20817313588104,0.004524852654308181
job_00851,5.3809752503882144,0.12022075242685822
job_00853,4.993991268608299,0.03165669238826982
job_00854,4.795955268717038,0.015534475799609223
job_00855,5.924905979661905,0.04958625421132897
job_00856,5.098329822819383,0.08762848137869528
job_00857,5.7416755480854995,0.14295903461445375
job_00859,4.36518428224879,0.0018963324724922028
job_00860,4.3931269426825,0.0019573769096267956
job_00861,4.13627930705523,0.01201981204169429
job_00862,5.709042425406481,0.02725987227054122
job_00863,4.876781288596213,0.015265042670343057
job_00864,7.033682547489212,0.23578426799843624
job_00865,5.52623596885254,0.025188674143365744
job_00866,4.529705845813438,0.02581107846959341
job_00867,4.7853722646497685,0.002686582050906951
job_00868,19.505956212902017,1.2840890946819352
job_00869,4.388535709941903,0.027218596362686465
job_00872,4.828838765918981,0.024606504105528466
job_00873,6.301111201169682,0.033115658499410054
job_00874,4.064786101697306,0.001690678080276168
job_00881,5.431370333177458,0.033414347466448446
job_00882,5.307749131283701,0.011129617917369264
job_00883,5.901685839629457,0.1915932095996822
job_00884,4.785357005479301,0.0033260275466505344
job_00885,4.9689708862353115,0.004193531416942615
job_00886,4.7109956231263785,0.024413401496807013
job_00887,5.17456411376781,0.0064451996808464265
job_00888,5.225965442968142,0.033848752472573226
job_00889,4.732296001469923,0.003015409815158827
job_00890,4.390187643007683,0.006898673145250589
job_00891,3.955081643271029,0.0014513327473467369
job_00893,5.502439005372506,0.1174535341757788
job_00894,6.166094576687758,0.010724303308508258
job_00896,4.226737044726467,0.001380652488048753
job_00897,4.93376164004166,0.032443389204329265
job_00898,4.545104798532312,0.0018719762175141087
job_00900,7.047012270272161,0.021644986904133322
job_00901,5.27236635584181,0.004753034416497254
job_00902,5.430342433507147,0.012196451843153931
job_00903,4.016044944893457,0.0018211226836828116
job_00906,4.288033717698974,0.0017056219205292536
job_00907,4.53787542948302,0.003372723815387502
job_00908,4.493102075872786,0.023355646427250177
job_00909,5.171189301358237,0.030921021108716952
job_00911,6.071741607666683,0.0253297447091921
job_00912,5.287812872284193,0.022511227273657383
job_00913,4.968848383006221,0.003188084775550791
job_00914,5.577391962716374,0.09590339809098745
job_00915,4.757100305882487,0.005907722020997585
job_00917,4.6693217775008975,0.002705438126385718
job_00918,5.331921187987733,0.18574380056120776
job_00919,6.371355995245924,0.011449379258100216
job_00920,6.52320117476291,0.09985783870647738
job_00921,4.7577372397928706,0.006918986080297927
job_00923,6.465823987151535,0.19028482133791233
job_00924,4.91384156497071,0.01436093918288958
job_00925,5.488670924521589,0.016216453576748332
job_00927,6.962339181021025,0.037710233852331736
job_00928,4.7520335043786295,0.005075130862678572
job_00929,5.230985718736937,0.05855384564920159
job_00931,5.6443049215207175,0.13076692357890654
job_00932,4.691151739677028,0.056176817942384265
job_00933,5.4011197179264245,0.1022994662865248
job_00934,3.8327674550398654,0.0015546074426706965
job_00935,5.635498776296433,0.041104576840706446
job_00936,5.904374791594258,0.03366053425450528
job_00937,5.678194551960087,0.11811254355095957
job_00941,4.997484812766594,0.018745014986204393
job_00942,4.737545826341021,0.0025287078619170913
job_00943,5.440199528987873,0.17336325068276723
job_00944,6.233748597955396,0.0928433716070326
job_00945,4.647079550637425,0.002871691545320964
job_00946,5.821608682848604,0.008198395006644522
job_00947,4.212761785310581,0.006305143941591373
job_00949,5.465777721794743,0.10988437317554756
job_00950,5.363686535900111,0.23326328736855334
job_00951,5.422750080338677,0.008560368798445055
job_00952,5.048240657185759,0.026740809089225277
job_00953,4.919814127003215,0.0029357448370016196
job_00955,5.266559538699193,0.03158904750187122
job_00956,5.383011474937251,0.02021982092425683
job_00958,4.986935286473835,0.0071333362681166345
job_00959,5.475119461222126,0.19673211923873213
job_00960,5.02453974833934,0.0384924594264977
job_00962,4.313455117408449,0.0014968786706878229
job_00965,4.176153124709291,0.001572109664669339
job_00966,9.28133397651038,1.4387602944459745
job_00967,5.995665806040783,0.011604179996897432
job_00968,4.722848101413957,0.003260999010752523
job_00969,5.750477930577533,0.004632160423477921
job_00970,4.915482038021715,0.0031614960591458204
job_00973,4.934081528548188,0.00789392383135999
job_00974,5.015459341482933,0.017817170603759393
job_00975,5.854391752770232,0.10755652834737692
job_00978,7.27668533612915,0.0481506725709124
job_00979,5.710311569027554,0.012898659191968712
job_00980,5.042106871469486,0.006574402106063998
job_00982,4.414972638993877,0.0019713564938196293
job_00983,4.7757786576899015,0.004315124746958471
job_00984,5.151263184639074,0.010130759382873776
job_00985,4.3800154310422235,0.0014474469791574992
job_00987,4.320085262092742,0.0026270706426168413
job_00988,4.6904049630536475,0.01770950050061226
job_00989,4.955935615905387,0.007306577564573
job_00992,5.206086405166379,0.002993103136452597
job_00993,5.134889469315596,0.004062452664483812
job_00995,7.3994238776203245,0.16208003373523638
job_00996,4.454930588744273,0.027285887012395087
job_00997,8.137693756915507,0.15300879429791955
job_00998,4.610701908471202,0.0018830473422171293
job_01000,4.925077243790968,0.02173018025478781
job_01001,4.184660042000845,0.00663789632614726
job_01002,4.543354716917083,0.0026703171179162837
job_01003,5.208496309033008,0.13601222001319513
job_01004,4.6301142368462065,0.012121285291609293
job_01005,5.64356527422571,0.006020035511741955
job_01006,5.667485650525754,0.032280078596569256
job_01007,5.204799978215725,0.008535497372805569
job_01009,7.104723234372637,0.1579365987703091
job_01010,5.542712037133496,0.005706404334707183
job_01011,5.647287278238566,0.015325843901586445
job_01012,4.4433249848273455,0.002361389977805349
job_01013,5.172151235330288,0.08598911309644976
job_01014,4.389072196407899,0.01042987597170505
job_01016,4.181270180512929,0.0017210401932371514
job_01017,7.088615801647878,0.018793603980626492
job_01018,5.365400599243702,0.006102503595025831
job_01019,5.649126372692537,0.011654955920704993
job_01020,4.057113779483819,0.00382021742117619
job_01024,5.602710972894619,0.014932539366272762
job_01025,5.253195020689741,0.009478977490016223
job_01026,5.772800629660611,0.008084162774784978
job_01027,6.325794294829543,0.30290150825077616
job_01028,5.063447582805337,0.010267814243712916
job_01030,4.091492812539872,0.002564236938257023
job_01033,7.502341344961649,0.03553431228656308
job_01034,5.690529309265352,0.12209816039194293
