function:p1+(p2*x)^p3,average_MSE:0.00890826573782623
name,p1,p2,p3,MSE
job_00001,1.689578437942249,0.47350797410934464,0.4420209222916804,0.020463951412767266
job_00011,0.320913218579823,2.565090354590926,0.3499138783097114,0.002291403545826827
job_00014,1.2456999333256291,0.7963139322774287,0.42663585758980715,0.014734223676444334
job_00015,1.1548540550356838,0.8460180369061819,0.4125181422006105,0.008054688553537059
job_00026,1.1260605891816005,0.8835053975076295,0.4179833820701452,0.009737675419746189
job_00027,1.1111733758465567,0.9201701003306195,0.4164854177080385,0.00899444046115111
job_00029,0.2326774023820509,3.0762230517774425,0.3458427688184574,0.002436258127288052
job_00031,1.1164592489263265,0.9555721739072739,0.4027985154986371,0.007023587183870905
job_00038,-0.41229248972812604,7.700802582820864,0.32128790623692804,0.006367854068967182
job_00039,1.5701795753330938,0.5731588608942594,0.4315980176128993,0.015927909871787292
job_00040,1.4518677768958275,0.6541002894233439,0.42337922089465707,0.013133993077186261
job_00047,0.280551890177438,2.7830780679923617,0.34732823316468925,0.002435410686429409
job_00048,-0.27895087694001125,6.429686515664945,0.3272891179418638,0.006715433946720584
job_00049,0.39004877188421677,2.577578601126956,0.35519226387754793,0.004302888051299753
job_00054,2.773036053240904,0.1707469763005835,0.5861668219185148,0.04402763659418163
job_00065,1.3618841344280879,0.6404722661857813,0.46297097662279624,0.01057473276325003
job_00081,1.1629887433543287,0.8788696398279261,0.4112093034101088,0.007523149663481435
job_00082,0.3566809439949654,2.4108871821234708,0.3567408131514171,0.0022504181454302418
job_00086,0.4160225191803395,2.4896770791049385,0.3535104282767696,0.004784791615467211
job_00087,2.8334618755755754,0.17461918302006066,0.5819571782331775,0.04495225708994142
job_00093,1.340016258257558,0.7097641507875114,0.42242317288217585,0.008842814710910508
job_00094,1.3276529072345755,0.6776222416454794,0.42859187621537315,0.008478741945814865
job_00096,-0.0576198537884831,4.3390494681559595,0.3309737314633398,0.0014879082073855569
job_00097,0.5942483207288546,1.6115732196509345,0.38011236471124704,0.00258193399212321
job_00098,-0.4173787314342099,6.566553422136738,0.32045857681077433,0.000922511924574001
job_00099,1.4475216460288354,0.6058229729835888,0.46734300498613807,0.012464051938119685
job_00100,0.3730432055616294,2.6004919703040437,0.356319806411037,0.005039164487063673
job_00104,1.4397779378389497,0.6509664198514179,0.460706785989072,0.012685190231117808
job_00111,-0.007180186679070557,3.963423431071272,0.33372020089069154,0.001765095729226497
job_00112,0.177502504521255,3.1061959980639857,0.34126776186158836,0.0025460516922334985
job_00113,-0.019445145678690687,4.022685454195399,0.3355011847589562,0.0014624138551779962
job_00114,0.21611405387739113,2.8796687992399868,0.3526837949012522,0.001928639217462592
job_00115,0.20406499613979412,3.079235649161583,0.3459935218985992,0.003943544964533838
job_00116,1.423184037087078,0.6109632558787458,0.4331342679398737,0.009444726805856736
job_00117,0.34581728927407546,3.032592320187383,0.35119237752257165,0.006212773970165122
job_00118,0.02678238137213686,3.601909654961179,0.33718651940306565,0.0021196263116447364
job_00119,-0.4300445458831252,7.46486731167788,0.32351522073882955,0.0047113669976663365
job_00120,-3.8363513027788856,28.594679022536003,0.33619277837151323,0.1537206825020047
job_00122,-3.836343857960182,28.593066495323786,0.33619489257850427,0.15372246614641347
job_00127,-0.19058930762475834,5.059419905442342,0.3258902013260433,0.0013055208949757779
job_00142,1.2649963154454398,0.8541530154622969,0.4075160936234989,0.01459549921130806
job_00143,0.17186746935692043,3.6314601917602554,0.34651846827373584,0.0025961155731930004
job_00145,0.03444123323246083,3.978722953873183,0.33643581754503343,0.0024728134871331783
job_00147,0.2078214979748811,2.8908658874457793,0.35471884725991343,0.0028183915441082545
job_00149,-0.04920905905458107,4.338069484081633,0.3337811190381633,0.002055251417491993
job_00152,1.1276840099746583,1.0737635544185995,0.39683100455354736,0.02522789977602254
job_00153,1.7668776458266806,0.4728626360804085,0.4946715085624399,0.02629814177092255
job_00154,-0.10554593997460614,4.482069785269052,0.33124570002127185,0.0015248028307756304
job_00155,-0.14517462454708258,5.182120035456915,0.3288931109445371,0.002222300764268503
job_00156,0.2101452686387104,3.15694325255262,0.3430154781849414,0.0023108646111403043
job_00157,-0.25591193581098154,5.733267722579116,0.32637030587756843,0.0018040016517837402
job_00159,0.6103938225125092,1.73528258394038,0.36787658889673835,0.0029998117997617965
job_00160,2.102517956125164,0.30524865199001505,0.48335944422177785,0.028663562763565992
job_00162,-0.1893520450758775,5.589564000622464,0.3255229552453763,0.006914880195753818
job_00164,0.43305465192416526,2.2865566181203527,0.35509225329749217,0.002498796553186378
job_00165,1.4519790559015229,0.6783703455395128,0.4332130644988514,0.011955212014389701
job_00166,1.4637693917295624,0.6712533845658244,0.43376988839924363,0.012161125065443168
job_00169,1.231293883506942,0.7761831756433281,0.4189331230275042,0.007994971606875664
job_00173,-0.0661916450140728,4.5414598485017335,0.3322579311472316,0.001999269930227447
job_00176,0.322106852405962,2.762078095450095,0.3508940916783484,0.0037400552716824217
job_00177,0.3907689089940718,2.357745806334391,0.3527870748899434,0.0022848701762181504
job_00178,0.024604749906200298,3.684446200070853,0.33705181738902235,0.0011336265005462314
job_00179,0.1608321196420792,3.3184881958775274,0.34393138059399475,0.002932339767247808
job_00180,-0.7278652215188975,10.817404731518243,0.31319822249927376,0.006551008440915648
job_00182,-0.5626318698057174,8.890769710828357,0.31929505835349764,0.008169738447611014
job_00186,1.9978619644648912,0.4642697115209834,0.4857881881273629,0.02560889675462423
job_00188,-0.040872031403456625,4.338477418852903,0.3342824582833962,0.0026474672618911873
