function:(p1*x)^p2,average_MSE:0.01392372441480126
name,p1,p2,MSE
job_00001,2.040595226195098,0.3699382267966817,0.03797242876689177
job_00011,3.508503990550458,0.33882093239051886,0.0027000661946968946
job_00014,2.1545185340250534,0.37962095189478295,0.02428104757644452
job_00015,2.2819448411435364,0.36782089760755005,0.015567228243082373
job_00026,2.217059803689273,0.37569801090328264,0.017258579259821716
job_00027,2.275681735040347,0.3751615941770851,0.016263114500757642
job_00029,3.847619484848334,0.338096361250058,0.002646315598713555
job_00031,2.563910155354731,0.3601513882306606,0.01359062758101595
job_00038,5.229920438273902,0.3332267113144133,0.006937282687733706
job_00039,2.2288651360038587,0.3670519346288871,0.030458708421433188
job_00040,2.3195261356711128,0.3648023587032781,0.02516610065267802
job_00047,3.658810957957178,0.3377633156794018,0.0027421582997696594
job_00048,4.959103255998726,0.3355209488895288,0.006986106722377761
job_00049,3.7154150749952457,0.34208126261901506,0.00492631092641964
job_00054,0.8691636222582328,0.4617784416920506,0.13912755243387626
job_00065,1.6159492738541053,0.4130854674618317,0.02528437079974087
job_00081,2.3810911439592815,0.36669393993439076,0.015079360801390102
job_00082,3.3728299657348844,0.3445136282511346,0.002782851722926644
job_00086,3.709740889891245,0.33929685629528283,0.005478615056918578
job_00087,0.9409552625059737,0.45567308848233135,0.14135015357534728
job_00093,2.2253726401108462,0.36938008559432767,0.019348714035694804
job_00094,2.0424011083604228,0.3759507334928742,0.01930149821148532
job_00096,4.097972142658501,0.3328410690343495,0.0014997717817549412
job_00097,2.7239636748626803,0.35902226775933216,0.004324920495920942
job_00098,4.3649278347026375,0.3332395605375071,0.0015194319109962078
job_00099,1.610055817928259,0.4140606684431363,0.029274908479687715
job_00100,3.6751796256597253,0.3438498892585328,0.005612336930624838
job_00104,1.7495946322661393,0.40824476929382314,0.02870250955392041
job_00111,3.935293998047468,0.33395611356217303,0.0017652831021104114
job_00112,3.7051647771206735,0.33523802208406983,0.0026646187303971205
job_00113,3.9471998039961433,0.3361327302226439,0.0014638066940392206
job_00114,3.5176414425478066,0.3455189012754724,0.0021221906990384174
job_00115,3.745541204370134,0.3391873456864353,0.00410530407184142
job_00116,2.0076059310589858,0.37558719265851653,0.02202302226235952
job_00117,4.179537261258499,0.33997682605839347,0.006688693121419584
job_00118,3.6984174445319766,0.3362942022999053,0.0021223001717916865
job_00119,5.011910296645293,0.335965564492417,0.0053504199462720975
job_00120,3.1861828207415446,0.41268775773314686,0.23507507946406359
job_00122,3.1860653706758884,0.4126900658668805,0.23507813560137805
job_00127,4.184748789160435,0.33196766948019285,0.0014321451390870558
job_00142,2.629600672577521,0.3584289978628218,0.022956471488968355
job_00143,4.251472547313001,0.34109792579591913,0.002712539757315982
job_00145,4.113979553619681,0.33532257577206903,0.0024771639212600354
job_00147,3.4931221429307318,0.3478885202202024,0.002999851770637622
job_00149,4.135874366563378,0.33535541338573244,0.002064072083787488
job_00152,2.935049938523266,0.35476583529908434,0.031470198078899274
job_00153,1.4347617757787,0.42909645014066095,0.054422469138937786
job_00154,4.04106309475174,0.33463904297586816,0.0015650974625320809
job_00155,4.503215779662326,0.33340694322424613,0.0022964724942109455
job_00156,3.8761436999801386,0.335986274548616,0.002478744826375043
job_00157,4.480911428380822,0.3342293866244021,0.0020332181176917485
job_00159,3.0949310171540385,0.3458541894379621,0.004634233190571704
job_00160,1.6253189388443272,0.3892613344964759,0.06147225665835292
job_00162,4.645847004590053,0.33137561792210246,0.007038919430496647
job_00164,3.4769585239343566,0.33997786930709084,0.0032604259926616603
job_00165,2.195253402530576,0.37693307316736074,0.02506586972683704
job_00166,2.193193160366621,0.3769409650222998,0.02550386064425797
job_00169,2.20149227671176,0.370918776895583,0.01683391460946891
job_00173,4.258671265624737,0.3343606270085055,0.002015064941546284
job_00176,3.7522052481982593,0.34007724231050473,0.004154277998551172
job_00177,3.453058906672087,0.3391231632901727,0.0028981270636148195
job_00178,3.774647770850747,0.3362376070918999,0.0011358792754597288
job_00179,3.870511674091913,0.338640061971893,0.003032613080299628
job_00180,5.500413981190809,0.3333736669918714,0.00826532182550523
job_00182,5.2921038751317395,0.33518271409722405,0.009229687343720688
job_00186,1.7719905552305022,0.4104299733052386,0.05851073316403079
job_00188,4.1704706579007915,0.3355864283152643,0.0026535486094535266
job_00191,3.846757450492177,0.3433101492286057,0.0021618977060761184
job_00193,1.3491505393314354,0.426721274954177,0.04461674163221309
job_00194,1.5170672128873213,0.41770544643954666,0.031462205572161735
job_00195,4.086176727792371,0.3434690757685004,0.0073807966160949244
job_00197,2.4479374186852856,0.366429955605458,0.013501625192131177
job_00205,3.9763334261624275,0.33751615909019395,0.003199935685635477
job_00207,4.038766789818908,0.33550022711458294,0.0022013622360029968
job_00212,2.912992101688204,0.35418251927435324,0.011301933725970393
job_00214,5.466410087741484,0.33205407678007653,0.0034206379320039
job_00215,1.6332271492976784,0.40765195465923304,0.0363541509519628
job_00216,4.2199867007176595,0.333872024220495,0.0022041288141778554
job_00217,4.710465874567158,0.34039580565647115,0.012371437488194185
job_00218,2.3911013565222614,0.3656819600616764,0.022358930611794784
job_00220,2.7329519256777917,0.3621209966171384,0.011837678123370412
job_00221,4.573545158932182,0.3345551972448621,0.003840285550124085
job_00223,4.3023643672323155,0.3320057178505728,0.0014171667600764615
job_00224,4.631833376684008,0.3324866706640941,0.001788501737449202
job_00225,4.3018658178042095,0.3362806735507386,0.0024854318386748763
job_00226,4.035738748676886,0.3412599522928063,0.002140089420172627
job_00228,3.157659652413878,0.347605880445989,0.009578891116780902
job_00229,3.858289817406271,0.3426200614677191,0.002223273080719294
job_00230,2.191046340725981,0.37155053499753193,0.0182650373126084
job_00231,4.124554766128518,0.33822098553653085,0.00448989715634689
job_00234,4.0993354798663635,0.33779203887145726,0.0058369433347923855
job_00235,3.7539515987671903,0.340701660849307,0.001696368013728275
job_00236,2.292752428299509,0.36927845785366203,0.016013831547336977
job_00237,4.749880644224745,0.3328534499828194,0.0030891847468591327
job_00241,2.27111508087319,0.370725509572143,0.022008971615599858
job_00242,3.3335614858492733,0.3547959507798292,0.004638287724546707
job_00243,4.054114687674947,0.33678876078105174,0.0034024944284909557
job_00244,5.180916208513869,0.33549067362764595,0.007825242305588294
job_00246,3.9588910779771207,0.3463013107305452,0.006762658549772249
job_00248,4.316220171448627,0.3338684767338875,0.004044142913045703
job_00249,3.0857792812350584,0.36333031564970386,0.00861102796107473
job_00251,4.729733074779834,0.33475033449997743,0.0036808441595338835
job_00253,3.64824557789601,0.3397722172238678,0.004934067914779821
job_00254,3.388830028467231,0.356742102468369,0.016215904685370836
job_00255,4.255804649151744,0.333699886806961,0.0023428702374680335
job_00257,2.3590096549922905,0.37167331913530693,0.020218719803065107
job_00258,3.4850605638465137,0.3403680609730759,0.0040872667519765305
job_00260,1.5097270533533824,0.4187465895861463,0.03931450980496128
job_00262,3.9641735366856814,0.3368781481493034,0.0021668039939777917
job_00264,4.340658978838441,0.3364718863575597,0.004030369719930596
job_00265,4.673591461969728,0.3337152806460171,0.003207010289764613
job_00266,2.3917735384649417,0.3772815619463558,0.007013163451082363
job_00267,1.7810784153278976,0.3860572976188595,0.026104687130131553
job_00269,4.3793448666378625,0.33673137400940567,0.0033380528951281285
job_00270,4.801670765532557,0.33341497225589606,0.002598441307025505
job_00271,2.7010862105936457,0.364688472519872,0.05188775078637501
job_00272,3.0017574386212607,0.35350869262721313,0.011242263430668652
job_00273,2.5976487276334264,0.3586585156598668,0.010903812248248301
job_00274,0.8309643616761324,0.4589004621519551,0.4223409402825774
job_00291,2.0946653116387473,0.37163731748141887,0.029272529637760433
job_00292,3.5874860188029043,0.3499654302570906,0.002813681797430251
job_00293,4.554917198066893,0.3340778110492608,0.0030617070170050747
job_00295,4.62446537056445,0.33330988214616813,0.002902013440669424
job_00296,4.119908297524299,0.3365879646746699,0.002545573410040429
job_00297,4.83358762898874,0.3327934112414365,0.00346866729478523
job_00298,2.590574763622277,0.3628549646298686,0.030610656142668467
job_00299,2.38506589146394,0.3669355126689809,0.042555436658453134
job_00300,3.673950082593484,0.3386490309017847,0.0014405311708164798
job_00302,4.586361807917846,0.3320862803390732,0.0023610296289231533
job_00303,3.745408880365327,0.34213484404922057,0.003190907274867437
job_00306,4.310112473545584,0.3403326717774366,0.005658901930395637
job_00307,2.8436530711882493,0.36993215458397744,0.00456731509538454
job_00308,3.7281148825581965,0.33552353149830666,0.0026584120628930894
job_00309,4.145431458732562,0.3356214700524902,0.0031417580334232044
job_00311,3.2597169347835258,0.3537291956453153,0.01252361725423189
job_00312,4.1888697281371226,0.3345037889170401,0.002736529774901055
job_00313,1.7006970394931422,0.4135580246139509,0.06040861890928315
job_00314,3.6055612459170776,0.33949181251435195,0.0031752411650291927
job_00315,4.277370008473796,0.3359316438695465,0.0032247360849699913
job_00316,4.377196641551732,0.3362269745870749,0.0018503211649721091
job_00317,3.957771192344332,0.3403401287349874,0.006156573965275873
job_00318,2.531275494096655,0.37181244928674523,0.01339887383011439
job_00319,4.216317178597264,0.33549303031569,0.0020577271547057613
job_00320,4.0797818827107015,0.33224559396348446,0.0010751433570087238
