name,a,b,c,p,RMS,std_dev_abs_diff,max_abs_difference
job_00269,0.2976888505671129,0.6708630174368878,0.6120943218921533,0.4215082159537648,0.04513668402698517,0.029988417487039648,0.39332813199599925
job_00270,0.3280052130464236,0.6215313708022241,0.6700554558349346,0.4280504126481367,0.031456340118495754,0.02679873318734062,0.41272341615135233
job_00271,-0.03573341172258832,0.021165704231349225,1.500710944581229,0.8571982044465809,0.10987413496890143,0.06468634363025413,1.3764177074912392
job_00272,0.6282971681207492,0.16927174929802538,0.9697574373089789,0.5875208130050186,0.02875831343987759,0.025158896285906802,0.5643110825812254
job_00273,0.7271363283084223,0.2005640297903956,0.859331004785044,0.5698860811429075,0.026123657717784608,0.02018096935451947,0.43440964190118203
job_00274,-0.7841882076407791,0.0006860000060888641,1.9252541126383607,1.396928086853023,0.11736351664529746,0.08649702336535403,2.1449122076346905
job_00291,0.6223184261169531,0.0786669189084899,1.072187867298682,0.6924351754413766,0.05156901817807898,0.032043682467657875,0.660864654974557
job_00292,0.37104045816947584,0.677343804684241,0.5547641185510356,0.4318901295681984,0.040996220118899245,0.024967744107004506,0.313905737146283
job_00293,0.36786676019971964,0.47934285714638203,0.7655892092881674,0.45451221133680497,0.031207884102982985,0.02244013832005988,0.5145403826538983
job_00295,0.3232380617034501,0.545567268016177,0.7203103206968241,0.43994099466454484,0.03260974899776272,0.022670462911143087,0.49332467028037286
job_00296,0.5279294112822428,0.5611803067548771,0.6183319242482834,0.4400040906700251,0.033275691144948126,0.02704696122840804,0.2727302819628801
job_00297,-0.2828192942144382,1.5451434659244876,0.17455842773262567,0.3373303509492104,0.04869816578106099,0.03339739181654802,0.3023551810289875
job_00298,0.3450800911542302,0.05054867804674431,1.2644788824855306,0.7425423389551287,0.05344268168699506,0.04078742532894121,0.9663012307990255
job_00299,0.2614689451706905,0.031599985900056075,1.3338885337505262,0.8052284410748612,0.07192876712266567,0.04585806371108265,1.0687010689292533
job_00300,0.3549398765497922,0.7576008739992498,0.46230853754750706,0.40695546268406546,0.02810437997076862,0.01985132589142331,0.24934924945095793
job_00302,0.3374068640685824,0.7955523317319024,0.502206441529086,0.40054645237412023,0.03924369936063838,0.031059393383130282,0.2637027830180281
job_00303,0.5154061475147439,0.46767262480952204,0.6916000356139378,0.46320642358939734,0.03399163104449817,0.020502433185594776,0.378631227675734
job_00306,0.3189690542545121,0.30080870831706574,0.969198324413071,0.511843617018147,0.04160428117242251,0.03328858112211652,0.7420822374284222
job_00307,0.10369868359207259,0.8640501209551308,0.4329467152822934,0.42145630974886505,0.061912647868663837,0.032500457748560405,0.3940911954527966
job_00308,0.55240407139632,0.5556244483077022,0.5709970634506694,0.4366548087696234,0.03727399687230806,0.024322327070996866,0.254201480295978
job_00309,0.45358461296203256,0.5260946554682873,0.6673739413672525,0.4447527702574961,0.040329666229174506,0.023693790722187216,0.38227073156968017
job_00311,0.5090527946020377,0.1480217904570761,1.0750866163994883,0.6059578728743467,0.032102456243490195,0.028044780378472793,0.7050854149408863
job_00312,0.4503621873053279,0.6672145091451733,0.5468451307430529,0.4193609780324605,0.041815746297652355,0.03128824086286686,0.24840621126838092
job_00313,0.496758064752131,0.08825839015534086,1.23114100971685,0.7234506630322278,0.07090527315752024,0.05595236668386674,0.776953545092528
job_00314,0.5821722377187596,0.41978238207242147,0.6919684860779808,0.4706550904925232,0.029929420348783563,0.02188460099464639,0.360035380208819
job_00315,-1.172068450102808,2.569037793165694,-0.22281975272135637,0.29154285637640387,0.037215156039238854,0.030321048035533708,0.3299746226435536
job_00316,0.2865457686118566,0.7466055968673462,0.5512535126507809,0.4101013120248128,0.0279116208776159,0.01941973869761247,0.32820863452079707
job_00317,0.6113937296047225,0.3309150191830907,0.8219089817926337,0.5014650345806267,0.04870539574075351,0.03394554585388798,0.4197812512121868
job_00318,0.687241969301616,0.24227807511849864,0.8692265116833896,0.5638130454463363,0.043519430404021724,0.028414882881779128,0.43275995557988534
job_00319,0.42104697866039525,0.6617186410828663,0.5658724999579786,0.42136709713868525,0.03175734497439155,0.021562756368758484,0.2791943802567385
job_00320,0.1670810883002011,1.03164266063735,0.3298311081055512,0.3711351232202114,0.024873682889743922,0.019807298777023436,0.2425583245619769
job_00321,0.6785987271843018,0.13645819594238437,0.9483566867158159,0.6251377387861485,0.03912763491421096,0.0260605233040498,0.5464930768733138
job_00322,0.23328454515335634,0.6239021987989785,0.6961982254155945,0.42658991764476994,0.06040024269482298,0.035085276419865696,0.5052132560476652
job_00323,0.3558844023635384,0.883354811636118,0.38404429787816863,0.38822119952321515,0.04353802984139727,0.032589192400996336,0.29027960700635447
job_00327,0.2443121836728197,0.4111225462498816,0.8911622845259956,0.48660253651603635,0.058330107609684614,0.03333187703460247,0.7063052700772987
job_00329,0.5020737986377423,0.5208238757881041,0.6333662394169473,0.44390459674398186,0.033538578755232314,0.02250653517776472,0.3389723255741537
job_00330,0.3276494866623706,0.5511343487542422,0.7106357374252089,0.4452510877810391,0.03292762328507727,0.023914905548017493,0.4833461645833873
job_00333,-1.9301591422544322,3.250391895905358,-0.3439877924356221,0.26923221046039014,0.045795808707613975,0.028405382297564712,0.260939393019181
job_00336,0.4962827851007428,0.1356519583102446,1.089221571332752,0.6678241528581269,0.053705256320027144,0.03487471161000214,0.7297352565890125
job_00338,0.43283089167198313,0.3723057880672781,0.8755449059530771,0.5069532819643136,0.03782831166479671,0.02927957555021436,0.5572433202607388
job_00340,-2.972533426445283,4.260263614595808,-0.531536919525864,0.2528133107331144,0.04810593023086663,0.03128964347144253,0.24700824707657376
job_00341,0.32470640263953787,0.7754331820373775,0.5033058589107187,0.40227691581225833,0.028943952347863997,0.021896321282483443,0.26182041532308475
job_00342,0.21203042225477087,0.8252692543754505,0.5444828865921574,0.39784900533735423,0.04459685045438549,0.029535640421515318,0.32459032336977867
job_00343,0.525187430688623,0.1431804691711706,1.0721568205506984,0.6188260019384947,0.03341591495468999,0.027072979518395407,0.6937721001402064
job_00344,0.5887084869937571,0.5579949394684283,0.5471254506222055,0.4497507787298998,0.03423984220286149,0.02639860901596249,0.24411505031953573
job_00345,0.49536735920795016,0.6649430067925783,0.4949496350962245,0.4169727234020437,0.026661887127705966,0.019367110836924693,0.23835104544152053
job_00347,0.28075132258609625,0.9090194386375916,0.384872376054297,0.3838832476220657,0.0267233219047725,0.021590606222346747,0.2458279453119181
job_00348,0.6724377523156049,0.46135456756442406,0.5420848356473931,0.586820345049457,0.2639141611993919,0.1357573526288482,0.5930092733901482
job_00349,0.6682479012321502,0.5763492831654312,0.40694441766795936,0.5605674613378329,0.25810601712421405,0.13888087374607888,0.6305768045840345
job_00359,0.2706996518556909,0.9179818412272471,0.375263478501438,0.3953527292467392,0.03147782936278928,0.02363524947317369,0.250381212419873
job_00360,0.4713400952993815,0.1293342181013006,1.1087786678642968,0.6741976243307982,0.05012481233931867,0.03675113572271935,0.7615156865993179
job_00361,0.13408477863053447,0.05928607848189628,1.3359916824099491,0.7298322817650127,0.07363661153687712,0.0483530748720714,1.1684791428875694
job_00366,-1.3191252334038162,2.6166066052345256,-0.14915964039875554,0.2920935074083354,0.04515660842609743,0.029861785094959122,0.2936295203471697
job_00372,0.4264046384303216,0.10126635289921505,1.1532450582434406,0.655285939274159,0.040629173211022954,0.03331159433079138,0.8346990086704634
job_00373,0.10329895097357486,0.36105950413313925,1.0242221075730717,0.48942459385998344,0.07076461516557953,0.04235515740148397,0.8971915448932859
job_00375,0.6972630796690494,0.16594991048622806,0.9271672208425856,0.6003249417224172,0.03393229651799075,0.02510788325244823,0.49891700984472254
job_00377,0.4989794917770905,0.41785354926044954,0.7615211445280681,0.4710606437251746,0.029507576392993305,0.022213378634620938,0.44486695896245987
job_00378,0.2973649237801255,0.37453815272399843,0.9176429282234034,0.486179564706104,0.06338246272298224,0.03508452195838352,0.6898869234958761
job_00380,-0.24156795367607142,0.9375914136529968,0.6411306153716294,0.3899575465130896,0.06250489574307894,0.04111141146329656,0.6656565400230746
job_00382,0.57645635027335,0.34578640568737323,0.8098867289062202,0.4968102739853044,0.04518920233237729,0.02733059439127116,0.4398872440392769
job_00383,0.6033947078970557,0.36296849808207354,0.7525732197541527,0.48720788887067407,0.051325887880509985,0.02620759753401413,0.3956867940208707
job_00384,0.5298525514868371,0.49459903907854463,0.6781969580843769,0.4538592349348543,0.030872565865965537,0.024421843827458743,0.33750840943461835
job_00385,0.501682011840631,0.4387543214085263,0.7217214079194614,0.46876806730414794,0.02778024646123099,0.019996876950010102,0.4218536667508427
job_00386,0.47918557714425974,0.7027174637565244,0.46664842850019045,0.4113786933759413,0.03067748366315687,0.020984175120560816,0.2489850413639969
job_00387,0.5974301867023546,0.265342631556949,0.8661540925787184,0.5302323497628693,0.026084011325238778,0.021134803202302856,0.4990471817406965
job_00388,0.21317262945389717,0.4576859648941123,0.8897307383343658,0.4615769279939628,0.04271375073497965,0.03083743551294976,0.6913514056519905
job_00389,0.7089767814577359,0.2302162707531188,0.8324498236296188,0.5465085350178454,0.030696890811469077,0.021592751651954557,0.4226669477891454
job_00390,0.5660599902008623,0.36911632155101287,0.8366139664996621,0.49515777524963084,0.053371444492478395,0.03748254026554738,0.4270936882481249
job_00391,0.5601907910589323,0.4524129650568511,0.683163226452357,0.4632462013979275,0.046050583023591926,0.024983819682531088,0.3489162438842166
job_00392,-0.3565496315460999,1.5599992708058112,0.15948771253320265,0.34015710570831115,0.02912786277544122,0.020240962230366182,0.24090322856672808
job_00394,0.7744669239163705,0.22988106976057116,0.828271258447521,0.5949321357347692,0.043512559139724134,0.030928428225621852,0.3574720063230583
job_00397,-0.0435660657721088,0.03184150457998654,1.4900941681617925,0.7993848097499726,0.08186065234097474,0.059597834958561045,1.3734145611921222
job_00398,0.5317337103058147,0.08421832082933176,1.1163276284616572,0.6845933909670261,0.0479563403357185,0.03239190878757289,0.7457179688648534
job_00399,0.4657698564860766,0.4149297670215624,0.7694762612009878,0.47294460340413674,0.034704859508496944,0.022549107140056753,0.48100037649236094
job_00400,0.6255151704652623,0.13633021144578353,0.9962180672644253,0.6223534772565374,0.03663533370025449,0.02538535411876201,0.6002046180889542
job_00401,-0.13425110337709287,0.02207688902044961,1.5622782285154064,0.8508065106187743,0.08300724433005126,0.061887231325538854,1.4742042143566434
job_00402,0.2363512348198568,0.7521796895380457,0.6121921391075147,0.4093399310591943,0.04389638580783635,0.0355927627027424,0.3737490756420975
job_00403,0.413069542592788,0.2921372070051693,0.97364017327147,0.5184797630309922,0.03966135279137893,0.028071600647403928,0.6569832504020428
job_00405,0.12713207001407298,1.1046357137258227,0.27247060028256076,0.3906970163915948,0.031353243839224665,0.024312856331824142,0.2761911616711583
job_00406,0.40988576381863884,0.5289356281167479,0.6812206002143475,0.4520282591801968,0.0364777465128524,0.023063435991620765,0.4230186080646132
job_00407,0.3075830774266834,0.17835041350840047,1.1708506891375428,0.5888305692329021,0.046592636306257075,0.04048447761413861,0.8756065090649161
job_00410,0.5673497228520054,0.5013087796676207,0.6218218511095375,0.46192973763952594,0.029955539340973003,0.02027096737776359,0.29327149748037407
job_00411,0.3003138627908191,0.2616393100935307,1.0139404601604403,0.5378546693109546,0.0446035556953167,0.03759911502348922,0.8000968271156501
job_00412,0.35396048152551585,0.8420072443541314,0.42880320514536424,0.3947794373389474,0.048970017201564305,0.031700554172249235,0.27061628707632135
job_00413,0.5751880215482336,0.33026858329836933,0.8326551860483022,0.502707944620925,0.031826387553873695,0.027030658351097605,0.4562933951533972
job_00415,0.6005290247830934,0.5049457623356902,0.6195235180174133,0.4509113744127001,0.0349618727899153,0.02845772572466025,0.25679521288121654
job_00416,0.5966793060958118,0.0668153008834742,1.116931401027816,0.7196931566856354,0.04893195409170792,0.03246406136556715,0.6984053930207141
job_00417,0.508651751055953,0.4283435076739636,0.7481259820201016,0.46781119485369793,0.0377404245789645,0.0243546113195478,0.42542474127008334
job_00418,0.650639956309784,0.19759720768650746,0.9203170874927039,0.5814273509088402,0.04125763866380679,0.026322686126832508,0.5134628360037085
job_00419,0.40707352566622135,0.5529474305725668,0.6836124212459316,0.44322675595237065,0.030407885012098086,0.02032597614192548,0.4018490437612118
job_00421,0.2850659045429936,0.2746194314629055,1.0432522550773868,0.5211849707221385,0.0461064590534552,0.03584982776081736,0.8023246639941009
job_00422,0.3221957113744168,0.4826588201464461,0.7898852484840528,0.45985247781833455,0.02630511928334217,0.023060425706777153,0.557385468479137
