name,a,b,c,d,e,p,q,RMS,std_dev_abs_diff,max_abs_difference
job_00001,2.596775998468,1.7401287946535775,-1.2727948958068998,0.03493150753074831,-26.921250863535448,0.4936266129208876,0.49362756440553524,0.12314527088305068,0.09094906392371231,1.1231493473078216
job_00011,0.25676329518470736,2.0898573650427616,-0.6917938592815115,-0.0018228946349904303,-265.97122470799746,0.3499064489790316,0.3499101932163995,0.04685195555411314,0.03661858160546235,0.5843011220210614
job_00014,1.0326358559385165,1.8492997774298758,-1.0004416696740008,-0.014012590528552894,-375.996109735842,0.4395379468205274,0.4395407771088644,0.09378233820210848,0.07071188080964154,0.9544604795869984
job_00015,-1.7503722065446348,0.0011359954069996474,2.969764887424788,0.0044822535676310405,-224.99940302703342,1.1498559522223377,0.2434178912348197,0.031589408852570985,0.021081028490626257,0.22409748569562016
job_00026,-2.5346732525969795,0.01289498016867782,3.5179044496632716,-0.005622876331955382,-488.98072405222604,0.8745029731739575,0.21455049229560746,0.03706584275667684,0.02453126420142766,0.2625366129913538
job_00027,-4.1321283766771595,5.025706431422461,0.046526343760440465,-0.005012600388621341,-430.9998959990817,0.15898368269888477,0.7359548047582132,0.02993661041169845,0.021138706850851736,0.3291900900384528
job_00029,-0.05743541591384582,2.164295485842652,-0.6168958291728187,-0.005832608125296933,-211.81507909671635,0.3419946879682894,0.3419851923923065,0.03952798242581643,0.03425704270578372,0.523431562428065
job_00031,-5.746647905561594,0.05364518496430962,6.698368028623656,-0.0015132030494977612,-481.8804186636538,0.7087601721775726,0.12315624197671605,0.02588580924977123,0.022536980939399015,0.3287404616980547
job_00038,-2.068220876763295,2.0194877438503825e-06,2.9852823939004764,-0.0037053448158801943,-444.9451463978966,1.8909579018563902,0.26506576092588285,0.02517408517291763,0.020149582042288266,0.3765914894754868
job_00039,1.447322739384455,0.9871456113114699,-0.24584347709716267,-0.00933372366748578,-386.97360014197915,0.4424074785495553,0.44240258831958273,0.11538138822045561,0.08374479348387824,1.1390406712843768
job_00040,0.9860543339524254,1.603074002590233,-0.6802642467155087,-0.010122828727021447,-219.99973495460645,0.4141304486160278,0.41412785777095273,0.10252140840473518,0.06853970685763087,0.914335024171691
job_00047,-835.6568017531254,0.5401857401902203,836.2096058182958,-0.0017384916783006713,-292.9754602405201,0.4431066850274043,0.0006867724314089754,0.02901842226308181,0.024439011407379915,0.23709599445738871
job_00048,-0.31164635446968203,2.152389802716061,-0.42200235714318923,-0.008449309779324494,-363.9984689198661,0.33721565609110726,0.3372146715756193,0.06779479994004303,0.04191619515480238,0.5422523492263431
job_00049,0.3185194964341843,2.0493632429022663,-0.6950665235626117,-0.005979360858621297,-352.99271282990026,0.3612712577959142,0.36127544032947334,0.056817387816155945,0.04709065759434712,0.6805825571674331
job_00054,1.5740385634988598,0.798033728202045,-0.3268631602373648,-0.029935781973378157,-235.99881344212972,0.5551869335365914,0.5551942632670477,0.1466765440241961,0.1084382939343396,1.329802324947778
job_00065,-12.159658252370685,0.21521818243367283,12.775320133822378,-0.005692100910749091,-198.99091644331708,0.6056334442894706,0.0609910083144623,0.03962481767097176,0.027257648171260845,0.4260275624753638
job_00081,0.9626553200712379,1.8494139896615582,-0.8898589340802524,-0.006594693138551222,-296.98810718139083,0.4119444349515976,0.4119428371929391,0.07885110253965918,0.05958439628078805,0.8733420646822081
job_00082,-0.2833975759961418,-3.540925743995321,3.559408834750121,1.4157762695981266,1.8442200293371198,1.0648061243278066,1.0642342459227692,0.015958215143030918,0.011919937157567484,0.17090894285781766
job_00086,-1692.4406742379058,0.375068680636609,1693.044270518307,-0.005009525569590188,-424.9998445424021,0.488146901369453,0.0004163041056628832,0.039834961614206146,0.030560920784462455,0.2912161677661196
job_00087,1.6163929948626652,1.333323846721287,-0.844708250228903,-0.029621801220817118,-225.99885379937243,0.5488016844679006,0.548800830007229,0.15402987709027108,0.11530120867108916,1.3892486253958336
job_00093,1.1233486907779369,-0.9604160347142014,1.8493650769423677,-0.006088371189666476,-273.9597637457209,0.42105283779983255,0.4210483204249613,0.08808865952945664,0.06532904660046956,0.9378805680260174
job_00094,1.0075512080840312,-0.9154641740277399,1.8015649555748652,-0.008551735110636336,-264.9834160934274,0.425548668600419,0.42555319744260367,0.07984709016592019,0.05784830390077174,0.8676246513273804
job_00096,-7.043132291066566,0.6993274848471916,7.572888108998963,0.00034787089011568284,-337.0024030711085,0.4071622620381414,0.05862078187017671,0.03170587096187487,0.02768495306982116,0.276483355078478
job_00097,0.5283167411772876,1.9790335614847046,-0.7693396175171647,-0.0016322274528432488,-247.99990986194697,0.3796473173306491,0.3798166953062582,0.05007249343408077,0.04487751163884453,0.6439965340314859
job_00098,-0.45812786201773287,-0.3195744471331531,2.1591966227083654,-0.0007557401661330731,-197.99996672835272,0.3222894932382975,0.32028919629752695,0.03013997951120984,0.023551142551160684,0.36455671281604785
job_00099,-4.07737339700201,4.8635004618211,0.06956001704827665,-0.004914367443902129,-208.99976756623875,0.16603300547030322,0.7241775307470651,0.0304651440634626,0.022722357977405905,0.41587692439003887
job_00100,-1.7533369731785622,0.0010039983288582975,2.8455517944089035,-0.002375322350001442,-383.99137345374356,1.1023007940609268,0.25620978904284963,0.02478640006166784,0.020383034547151853,0.22547612576744913
job_00104,0.9181314872342379,1.8337068279387219,-0.9346882659732387,-0.012267681152485247,-233.6876200307701,0.45210551680889877,0.4521072630235952,0.09327789540828958,0.07985935667239591,0.8857681564664734
job_00111,-1.1258005941337548,0.00012899559776546993,2.444153021384285,0.004958679366349995,-274.99847619291705,1.2950191426244069,0.272218721622036,0.02721710440943545,0.020346750279520813,0.24672848658123492
job_00112,0.150018237594301,2.061981054431055,-0.6335554607628489,-0.0040633153901825,-363.9574686862081,0.34636924241940353,0.34636412411461015,0.04531065438019965,0.03574638777698715,0.552779062471155
job_00113,-3.1416241880845304,0.09197771550278547,4.1748918074792485,0.0024434168379563054,-237.999540112832,0.5928716032421798,0.17328113078910218,0.01894776643168526,0.015671789163953287,0.28184406659888706
job_00114,-2162.9693346076356,0.6993055144832075,2163.352277352256,-0.002559186245001461,-164.9947817174295,0.4235812886930364,0.00023023702727419077,0.02254068618621259,0.016577199657869735,0.23267978811313328
job_00115,0.1170880103686722,2.05179763226562,-0.6271330162625601,-0.006806507928810829,-344.9687341942574,0.3526241341433837,0.3526274534864729,0.05050095656221799,0.0366331667872064,0.5737639276680933
job_00116,0.9836225575512086,1.15101385518921,-0.2661625679588365,-0.009826463382554712,-224.9973545127143,0.42468022610385214,0.42468719946740596,0.08330569229861313,0.05453803084136197,0.8637246964192387
job_00117,0.32780132071776547,2.062111632828559,-0.6536163297023678,-0.005647597410153454,-383.9957129320548,0.3587890760923475,0.3587954517775993,0.07259341954480554,0.05973901642993768,0.7502529009767376
job_00118,-1.4813595674816797,2.777180453551559,0.008496480972207817,0.004786815340134906,-157.99997357273804,0.24310860940209683,0.8204970046840349,0.034476106794041894,0.021653473539391503,0.2442434238076252
job_00119,-0.5459199264268624,-0.10424246568387024,1.9471177470063832,-0.008958901769836767,-331.99966357066063,0.3309783671896242,0.33097846999405156,0.048022034777002516,0.034673286349443014,0.44919967938287964
job_00120,1.4362130832302251,4.233825851674666,-3.51182465971748,0.03562622893482662,-225.991246997576,0.6902656875314058,0.7097186475687852,0.21442022998126162,0.12358874096078853,0.6052769403176264
job_00122,1.552038503293903,3.402463642256292,-2.7006475105851475,0.03744214277912379,-211.99953531980293,0.6914509106780184,0.7154814368579173,0.2109465023472257,0.11811134184594657,0.5939157901692518
job_00127,-1873.0866118878312,1873.37880093954,0.8790901001901562,-0.0026516446753706677,-539.9979122043732,0.00020797166926008585,0.3898342689219306,0.02925166082054466,0.025044282200618773,0.27478203851017
job_00142,0.9016256198416742,1.843404228444255,-0.8957452730007788,-0.012890878763070435,-305.9935393018912,0.4106887422305302,0.4106908467593619,0.09785473029896724,0.06376918908627155,0.9108849128581622
job_00143,0.08038446302063569,2.0814878457508654,-0.5349591339798937,-0.004528693811613097,-317.9993811149379,0.34932307695624176,0.3493211882887946,0.04448712600297228,0.037719702869116176,0.578006924653556
job_00145,-0.11989127452764094,-0.5831879235302982,2.1866465517585376,-0.004810627567969778,-273.99253806128036,0.3371934723984193,0.33719260571025966,0.042377968267979016,0.03298216634594602,0.5063660376138568
job_00147,0.10128079246280347,-0.6814236382034368,2.1179202433478252,-0.0054194549621560985,-323.381690424569,0.35827138680371956,0.35826828850109865,0.04392967482511241,0.03620478052699584,0.5550542641482508
job_00149,-0.05839426451916607,2.0809343753930927,-0.5044973454619301,-0.004120255010663903,-374.9994840887616,0.3393362657878212,0.3393429089891588,0.039396894338551064,0.03239919613538632,0.5243084672243659
job_00152,0.8595823743172089,1.7018153446430715,-0.7731546819167848,-0.019126702616129095,-366.9807426860514,0.41620791232088494,0.4162153353874312,0.11913748184555437,0.0752304807180531,0.9630230971863438
job_00153,0.9171927115619826,-0.8436524234155378,1.6365905909091205,-0.02141626170413111,-250.9994780810589,0.4817751674667272,0.4817702876156298,0.11709714532173696,0.07354820066119452,0.9311042384413037
job_00154,-0.08252414242142066,-0.5468772871117255,2.1984641298551573,0.0013561367023314788,-321.51150110101275,0.3301890863061307,0.33019090537761414,0.038333787210871516,0.03358526596915592,0.4807972485369276
job_00155,-36.088541975109784,0.564745545573721,36.50637432454734,-0.0013372574333796643,-425.99946745278396,0.43595257174050894,0.017474684945781457,0.02918260146201252,0.024830263022306127,0.35472891273596097
job_00156,-6.957294401434078,7.905963337911513,0.20016366164227095,0.003703655488238725,-211.93765263787694,0.0927435710096301,0.5347738829028102,0.02912900965451885,0.02250201609609057,0.28142125721472677
job_00157,-1.1534641336167224,1.3739279513874044e-10,2.2387440184309297,-0.006259868418007298,-84.99837914991417,3.080608854027381,0.29865606432746106,0.025223964485019682,0.019373223708323214,0.22745775093641818
job_00159,0.36687235847871735,-0.6669138839154185,1.9320916466749956,-0.00606410459397239,-248.99879907253205,0.3660241025055794,0.36602348366584575,0.0443349226510618,0.03621569656249588,0.6213624695886628
job_00160,1.4266379161672718,1.5430958563541741,-0.9055709897211437,-0.018001859030512372,-266.99960752968144,0.47316603712313393,0.4731646833945781,0.1392999771681837,0.08672732981876201,1.1553373118546697
job_00162,-219.07750811620076,1.764054927967682,218.3761207476973,-0.009901352616660511,-104.98736784816143,0.32284742663996824,0.0005082176962877302,0.07362791698984582,0.03986045232134307,0.2767173692090732
job_00164,-1097.7471406683173,1098.38851907078,0.4344482195651447,-0.0008701963540641739,-245.9997364461451,0.0005862670246256478,0.4675932081138611,0.02314735797910064,0.019939677562576183,0.2700537687495095
job_00165,-4.54176461983435,0.013694646315281667,5.508273908049223,0.0026240776646533513,-334.37368119294325,0.8836116196283792,0.1618640481989116,0.02933829358538062,0.02461990669914095,0.43011336237776043
job_00166,-0.5797769224950082,-1.2317667569093944,1.242647548440258,1.586020799489128,1.920226916682982,1.1357981089848517,1.1348946169853216,0.024970737873286904,0.01800513811629475,0.231268980372614
job_00169,-2.793338377609308,0.00874178753112456,3.9296163401450714,0.003531068938149845,-178.99679136514908,0.9174828288025817,0.19812124367280512,0.0268776358623056,0.019079019853146712,0.28194494352765753
job_00173,-3.920654870537821,0.12205755507271662,4.944267764286824,0.004138847717099649,-253.44948175630776,0.5690546186042023,0.1512681040989382,0.028745196077905676,0.021964350527479918,0.29291994362280893
job_00176,-2597.9317916914943,2598.4399314975212,0.5638642696915493,-0.00357786361707847,-279.8896598625813,0.00022113974479817135,0.44326994679057846,0.038413960424055586,0.02483370772721257,0.2629469784155649
job_00177,0.18568083945215144,2.0817373568299593,-0.697141681487681,-0.005357886316232884,-254.99728177180373,0.35192818240533247,0.3519278165079898,0.03830542092212291,0.034187578096503385,0.5640483027574821
job_00178,-0.07785388325605096,-0.5758449980420941,2.1492282052424176,-0.00233856065328957,-233.9978376195254,0.33622256580949605,0.33622285181145417,0.03137059325603846,0.026499126260320964,0.4635270909217428
job_00179,-0.1906194976967689,2.1780502270954685,-0.5374229854606952,-0.005245388454081707,-111.59529522164614,0.3353954935465962,0.335394707807322,0.05052185586422316,0.03532395869048638,0.48800202357983413
job_00180,-1.9091300238527151,2.783867560492305,3.287330041558055e-08,-0.0054518257289827435,-317.9903341410459,0.27920518521373633,2.410732499308092,0.03281509586441245,0.023619131362351026,0.3870060892618534
job_00182,-1.9029183262450127,2.774098784182095,1.3236434492073125e-08,-0.005696748806570152,-309.99759484860857,0.27976779622992193,2.559582534466244,0.032622527461028734,0.023230606568287286,0.38604153778216255
job_00186,1.2057013576747684,1.8180724385072144,-0.9977487699611214,-0.017028129890596398,-199.96885159037666,0.4672114105224763,0.4672126203688562,0.13783223702426808,0.11131731972098896,1.1660239088434303
job_00188,-0.10705539452674658,1.7051724573598748,-0.12003916890661218,-0.005661357723126442,-341.9985357878452,0.33980646414333426,0.3398059657463299,0.04106178704825984,0.03283957357614034,0.5150544961165762
job_00191,-0.07109893238310468,-0.5821276888801352,2.1582610566212437,-0.003270806484472275,-336.9983037040511,0.34531814432140295,0.34532972170768084,0.04286927363366708,0.036183146577333396,0.5038724142230759
job_00193,-5.882381425754866,6.610786370442751,0.07937593067076947,-0.006249751354515007,-270.95905563391534,0.12696940282360483,0.7269648729139165,0.036812760979751724,0.023937677344982696,0.43903445021074017
job_00194,0.7809800010571971,1.6110314383278777,-0.7452325775972255,-0.01647710631116306,-227.99974092902005,0.4604939976112461,0.4604899733832885,0.07788037715083514,0.05878682345207729,0.7880027794929951
job_00195,0.181200199840817,-0.6296599807732641,2.0481063067899434,-0.009858321542154684,-351.9998883503488,0.3625389639444603,0.3625397151432405,0.06402089752834293,0.05049085863117289,0.6984159368840506
job_00197,-15.617676630992877,16.48781763499647,0.15570731821464268,0.0002610873401945575,-249.00043672129425,0.04992401673706053,0.6020928633688594,0.03771843935734724,0.028982617787451655,0.3406110843217749
job_00205,-2055.5045035951916,2055.942663870314,0.6522012601614362,-0.0044094655720291415,-364.99999666199,0.00025262097397560135,0.4271939930214835,0.03559346491293052,0.028534138126140713,0.27223521192737765
job_00207,0.010265286090898646,-0.5676183975949367,2.106296817600671,-0.003870676118844014,-356.9983956941099,0.3412787090028696,0.34127940765361015,0.041809978808894796,0.032721600142233194,0.5428964051485821
job_00212,-8.984430808428064,9.832293508409663,0.11967232333879797,-0.003581784849959515,-372.94963276329713,0.08308468425476732,0.618902167049336,0.031650346686018536,0.026122709999858496,0.3286060614649735
job_00214,-3.9189870113541856,4.656717895229908,0.1847902434270778,-0.0012328756146530613,-177.9993807951473,0.1670673933308825,0.517470351872088,0.028721712109121535,0.024447483692153726,0.4167084646026712
job_00215,-5321.9873454855615,0.20459027692350878,5322.632962619692,-0.005980242483276449,-143.8857302601255,0.6118725724162584,0.00016479219845818725,0.050476456331902474,0.03816167073632981,0.4013524513903276
job_00216,-0.4472289043470971,2.085160929858885,-0.32745304712796086,-0.006188704925549965,-223.68200855647012,0.32621763841497586,0.3262191596949218,0.033051178565546804,0.02467921958618227,0.3823481033621987
job_00217,-1.9403148595154547,2.8054651986922927,6.362036969317153e-08,-0.0058733265769096,-307.99924318712874,0.2775100151515583,2.386078308854769,0.03297684239880153,0.022243287914071378,0.3885889234245701
job_00218,1.3540840545253439,1.7945713832872698,-0.981003521602767,-0.00703241265184259,-447.92383345240705,0.43167272168812043,0.4316684371047783,0.10262299220389218,0.07839692119626665,1.0937373150315672
job_00220,-1.8360102518338113,2.980128385577119,0.0008245171269834441,0.002353078179876042,-214.97506363682126,0.2505867286380489,1.1755165502206613,0.028598037805958577,0.02049143837659196,0.2602026510467661
job_00221,-0.29327353440848475,-0.4629569604017923,2.16121065065735,-0.006985469073549923,-341.9882810317693,0.3346473776319455,0.3346468695640443,0.04701385924665182,0.03496689689682864,0.4892279249089011
job_00223,-1.881785787530227,0.013147934867200943,3.0435849504891688,0.003073740999905527,-325.97015977164745,0.7521679525224154,0.2364898435109194,0.020181500469916482,0.0159790174911563,0.24386330382271404
job_00224,-1383.0466781302353,1.1987953573369703,1382.9695586706625,-0.002732101662907934,-145.91552500395338,0.3603407327246161,0.00023025883757098179,0.028952069704306003,0.021209160321349986,0.24498020934254328
job_00225,-0.04785425212833705,2.127627146707815,-0.5188169909196433,-0.0034187543411284445,-331.943227153172,0.3392555465659925,0.33925867739610294,0.04619670479008584,0.03871239078748458,0.5628916449573498
job_00226,-0.2033325868744159,2.0496194939144488,-0.38932818239839195,-0.003751162593834721,-239.99233435130702,0.33882271037127676,0.3388224047889531,0.0417439954612241,0.029410861306398636,0.4779869433089172
job_00228,1.3924466280740428,20.543237231184357,-19.60098169760445,0.018813605667421966,-23.472512274691287,0.4008686713734289,0.4008685315791787,0.0733280333983465,0.0564578300715708,0.8021521884431393
job_00229,-1.8883337636993662,3.0856514422086816,0.0031942364869257315,0.005945569673005761,-164.8966764108487,0.24302137232958368,0.9537367178399283,0.021430762953526823,0.01819409006024553,0.2708495257911232
job_00230,0.8861104470207802,1.8749930217238968,-0.9004378572675977,-0.006982534670363953,-183.9991023982033,0.4113490901975762,0.4113581649532362,0.08983447401292252,0.055560316530786455,0.8231050082369877
job_00231,-1.5588448330024194,2.787116780205596e-05,2.786437423853304,0.006002298724122308,-165.99877364304456,1.5510455753041297,0.2625893534207142,0.03449743639895003,0.0200989055033792,0.24471596650820304
job_00234,0.21546155359054214,-0.6642346793245077,2.0674468947446365,-0.008287426626627199,-379.99969967757767,0.3569268294061468,0.3569192023406052,0.05977069308125353,0.048535475547627174,0.6772243313002038
job_00235,-0.2644565067629174,-0.4729765348546277,2.140636779112163,-0.004065048084932513,-109.8298967770688,0.3344510787171148,0.33445370425027005,0.038367191398610286,0.03095307431272927,0.4252081031404593
job_00236,-0.14485238926616814,2.667303402842708,-2.586670307013066,1.268976499582262,1.7473205793265603,0.6827838275320741,0.6827841570457014,0.03275156082529986,0.020479314027251318,0.17307174391527091
job_00237,-136.08112892736568,136.66600537649424,0.46392500312325846,0.005413789126087957,-236.86617813255936,0.0055367827854870206,0.4558519755759706,0.038599436326642644,0.03388356196939847,0.41272422885493076
job_00241,1.3357102764829747,1.7988318585747738,-0.9726346041384732,-0.0058785843604657224,-382.9702880211282,0.43266441575651915,0.4326680429913421,0.09521893751818143,0.07724593841632532,1.0712827566115908
job_00242,-2.3158460730841863,0.00503401822424094,3.4539545627787853,0.005629777407339537,-169.99971002565036,0.9393251311534977,0.22964638302226487,0.02694471771743926,0.020781815027431816,0.32271182436127743
job_00243,0.18617704375541744,1.526252490732881,4.360204003267431e-17,0.02056675787064585,-7.999149403004969,0.34022690023413477,5.202764154164545,0.03999157543677882,0.02954209008308094,0.25115137561728407
job_00244,-0.8124483868414804,-0.2094737264850751,2.16894377923015,-0.011643176068420899,-291.99877024528195,0.3253573859427351,0.3253543157760993,0.05374829696985503,0.031200190145060237,0.3694876337961237
job_00246,-1.6055147105296153,2.5938229810519757e-05,2.649495213084043,-0.0029254736385271518,-380.9986709031774,1.5645763376257804,0.27837274517684185,0.02490072139047376,0.019523126745196573,0.26350434329560457
job_00248,-1.1195376854223966,9.467320739221865e-23,2.156138157131051,-0.011138921844066355,-83.97802176387961,7.111639836560085,0.3027320323023418,0.04410823908584993,0.02935079917479487,0.25778790792391604
job_00249,-13.889992516292711,14.33191044727152,0.36147613448202653,-0.007806205958743455,-101.87376185993185,0.05203696061244625,0.507622034158989,0.04095095198690459,0.03211449269723198,0.41445030675161276
job_00251,-3.5119470121967256,0.019815461303382097,4.639487592646539,0.007726419238076949,-190.99800855566912,0.7643998027643939,0.18466572090904812,0.039217677520308414,0.02864091414208512,0.3567298603253519
job_00253,0.2816305112197795,-0.725217221219495,2.084728840379887,-0.0060561892233049275,-300.9991089593534,0.35735189525396277,0.35735208711040595,0.05530639917601464,0.0454969698969984,0.6469426663024049
