function:p1+(p2+p3*x)^1/3,average_RMS:0.09884560604617505,average_std:0.06263338173797545
name,p1,p2,p3,RMS,std_dev_abs_diff,max_abs_difference
job_00001,-2.117193656624081,124.88424134145406,6.617200672278881,0.20489488897311772,0.1334214918474826,1.605961323906129
job_00011,-0.1384276699700229,0.09565813102523488,4.105193838356689,0.05617002814106246,0.03924931281347049,0.3989176655223785
job_00014,-2.4079225645472953,128.74565508777476,8.86960573871,0.18496962190556543,0.12307416916103271,1.3935798094487677
job_00015,-1.6788276639586246,71.07953858440601,6.622001303902358,0.14536614428837932,0.09389457138309051,1.2263144016834842
job_00026,-2.133329370903213,102.42344735610571,8.107574082982401,0.1584467848443786,0.10638077652981481,1.3035482539251655
job_00027,-2.0954474475652933,98.93390546958543,8.187847512189817,0.1562211308748307,0.10248675466849602,1.2921819454699834
job_00029,-0.10200014424214263,-1.2780190791897705,4.397441106215683,0.0539603846008292,0.03390338954262436,0.36897962119750516
job_00031,-1.2474814815788358,45.70050890242797,5.903203932016133,0.13450551383492254,0.08599205029915034,1.124024590902218
job_00038,0.05541902353666857,-4.301295615340971,5.1651535799810455,0.07549937898643862,0.04709985649239066,0.44180127621956755
job_00039,-1.8729179738303618,101.17881810328785,6.557966064348518,0.18680904729567835,0.12190348636798194,1.523703246966729
job_00040,-1.6705341027033618,81.86128591778024,6.309071499903906,0.17224685007153606,0.11418154494024296,1.4184944669548598
job_00047,-0.09614939504977132,-0.7420876201386237,4.14210499474767,0.05515791352761174,0.03606459543977843,0.3767921087280812
job_00048,-0.0142559659126128,-4.110919964819847,5.24973591979776,0.07710099395380925,0.047346108340999234,0.3954415709599477
job_00049,-0.25111541423172634,0.9449200658390225,4.7988467498077965,0.07702841634055722,0.04751809975330179,0.45385248939737255
job_00054,-14.40670296550408,6489.975877164543,45.62365472209767,0.3345102360179088,0.23244585333891235,2.927791486610162
job_00065,-5.194181402712939,575.3466683634325,17.641122095241972,0.2023637930245359,0.14033634646785284,1.8453990412456671
job_00081,-1.6401276817281352,70.15510097276743,6.7096613855848934,0.14343941888249365,0.09526363834371644,1.2497510557603315
job_00082,-0.34832054610199764,2.679342342417665,4.6916021450928085,0.06328487721222471,0.039696083728988335,0.4572287159635917
job_00086,-0.14673959528357639,-0.07209755665287008,4.397799126232814,0.07815854318349412,0.04995329711325642,0.4236307379145239
job_00087,-13.801287168203398,5948.02944113924,43.22619950369679,0.33508417628021847,0.23878208031941692,2.9995869374374595
job_00093,-1.8996445937988533,95.24826525843999,6.9011801133678246,0.1564479232434373,0.10492780077999277,1.4128549096009784
job_00094,-2.2726896594561246,123.50354777212986,7.65701243242623,0.15964293346874514,0.10359294369937207,1.446137496817418
job_00096,0.06137027999314512,-2.5172815595836027,3.999612695098559,0.03461507477844411,0.029840335690505784,0.3363406763965189
job_00097,-1.0806247651636858,28.65995260403849,5.962111377089053,0.08645211370159263,0.06699810227703942,0.8677854946525583
job_00098,0.03931792526807086,-3.128265666665127,4.324007857790065,0.030438388779418846,0.02286263787438709,0.3223832196551051
job_00099,-5.355180985366592,622.0578208714159,18.192900091385575,0.21491776856143147,0.14284405492070135,1.9015929652165824
job_00100,-0.30252050435356226,0.6701922407023362,4.995341599327503,0.08296737298996427,0.0479654482057516,0.409985876722857
job_00104,-4.935217978789462,537.7972627282894,17.021831066057654,0.20890521241019294,0.15081999649266647,1.919674787549852
job_00111,0.02738903798668374,-2.281202406164562,3.9720597520279814,0.03913444352253931,0.026877387226072434,0.3216628061809488
job_00112,-0.014286551461857224,-1.4621397313304512,3.8868771396600312,0.05164329959624827,0.03130608124711926,0.3456324800035826
job_00113,-0.03893074361308055,-2.3008194944417673,4.254148812693281,0.03559936417476659,0.02667700318591007,0.31088811199380895
job_00114,-0.3797404405381986,1.8476710694653493,5.0416307119865635,0.05676373511198198,0.03688332012957008,0.4173072262252715
job_00115,-0.13867121676343525,-1.1074085143623018,4.42394243088494,0.06664807657679386,0.03767340974928289,0.35163364108182904
job_00116,-2.3224546226749347,132.98930017988826,7.526300550703098,0.16522889365748109,0.10531847239901951,1.51402608348161
job_00117,-0.15944504882162117,-1.3157293481145564,5.0538479070267,0.08556571983704075,0.05614568195118492,0.4167267440403746
job_00118,-0.05160280414589775,-1.6029975961625926,4.0098903836325865,0.04556795065848062,0.028693214593197743,0.31852424146354097
job_00119,-0.03748508191796015,-4.186353223713191,5.38890484818903,0.06471161452981702,0.03671600694478184,0.3900137948265683
job_00120,-4.5521767591774305,137.79016205739092,33.45773040076712,0.3733414802013813,0.17235352977734508,0.8020362784154322
job_00122,-4.552340854041895,137.80628684742805,33.45850850314189,0.3733411652276825,0.172345556793888,0.8020134554660885
job_00127,0.08386053565715393,-2.7279925148997193,3.9815369028057552,0.03267100831120247,0.02645866263494651,0.33207601589583535
job_00142,-1.1302150366676074,39.666851351518616,5.717948098509733,0.16825264105073015,0.09591538802193014,1.0927634677008977
job_00143,-0.21258150431789052,-1.0686072187982671,5.335705003911949,0.05681190652770018,0.03742769156546352,0.35692244779502946
job_00145,-0.007912844622374878,-2.559618791047508,4.322271183347537,0.04724984355290527,0.028847504355733466,0.3297407475755605
job_00147,-0.46328673880747884,2.346646027996714,5.369489398123265,0.06664645214461523,0.039231449998052455,0.40571903102413676
job_00149,-0.014252702357377809,-2.5565628428833347,4.354988420447041,0.04229180031906616,0.02775263522805559,0.33056505433503314
job_00152,-0.8385416215406397,21.093791390303817,5.6094337777885785,0.19199372656419972,0.09499211188256937,0.8584668871060013
job_00153,-7.217093721554499,1226.7250102989278,25.302609041538066,0.27880405541674247,0.16811842566750082,2.199021080069686
job_00154,0.0029370782117501704,-2.42746561582507,4.168093574704357,0.03585023446890108,0.02995592555650024,0.32275587864379074
job_00155,0.051073095916810266,-3.2619565787068474,4.467071872004802,0.04138722904608148,0.032581808284877965,0.35509253503407345
job_00156,-0.03389679972157054,-1.586460891869973,4.156617506109712,0.050343084127408295,0.03520422526066825,0.3658046712595857
job_00157,0.02000299217020834,-3.3118102370334914,4.563599770888656,0.037234635228363094,0.026969185426451617,0.3403478202700079
job_00159,-0.4377922975436672,7.350408949210228,4.509251638195733,0.0793506191020383,0.04820207426306103,0.6134995124104112
job_00160,-3.930068341640581,388.1213239263106,9.909539695715608,0.2517055379981556,0.16047067061236545,2.063944160429986
job_00162,0.11119981620072017,-3.2862388391293225,4.333276048378768,0.08053671131598548,0.04734399300871257,0.38461651557523235
job_00164,-0.18112833387813687,0.989942457003519,4.2144449392029,0.06305841742736364,0.04142801103202065,0.44299440992219496
job_00165,-2.4353601187692213,146.94235555769072,8.593155757062538,0.18189786269819372,0.11983416632273029,1.5805243583973896
job_00166,-2.4435544758416623,148.36231814222327,8.596266212308409,0.18305827103835476,0.12023433177389577,1.5886118323468232
job_00169,-1.9093660816421731,90.34883912282315,7.057951552971874,0.15060677505312756,0.0966014426293381,1.3298288131458205
job_00173,0.018718124953670662,-2.7868687103857703,4.349961630548023,0.04067268441078675,0.030831664076741323,0.338818733823663
job_00176,-0.17307863105611798,-0.3060062677838288,4.5554336921173855,0.0690826638025561,0.041504575517688456,0.4043416839587417
job_00177,-0.15356788412688627,0.7196015473271032,4.080347740484219,0.058747519466294855,0.037371129105859525,0.42981281530697113
job_00178,-0.04686365653192268,-1.8116931312785167,4.083564977222742,0.03254552271694298,0.023231737223569363,0.3174425874483131
job_00179,-0.12595032950874296,-1.1482028724322164,4.503031291749883,0.057276153683857474,0.04078954254450447,0.37411379334219474
job_00180,0.037759462668885205,-4.684461177172874,5.47348458339521,0.08141678973866866,0.04811087632837454,0.46889463269134524
job_00182,-0.014554440825143244,-4.591489309235996,5.56010961286059,0.08766038226716967,0.04713151396745571,0.43866194474897746
job_00186,-5.984287204183773,908.0183835258357,20.009723874891243,0.2650681406077827,0.1964500521879404,2.4077891938106983
job_00188,-0.018911022164288742,-2.680455684902947,4.420105480904132,0.04847039020293185,0.03138147686811734,0.3258959929710552
job_00191,-0.2956425048193003,-0.5541918183269758,5.1629964275089435,0.04970309585883209,0.03451214874432645,0.35460793086874776
job_00193,-6.93810839897156,1118.8463516003303,22.272312192122726,0.24264195551874154,0.1589524386349807,2.1498067268557346
job_00194,-5.705237474890676,709.9806317861903,18.96276005663513,0.21882608750709884,0.14388936870353322,1.9326495636999435
job_00195,-0.2826289686909717,-0.8357149593832277,5.492250269094961,0.09200655997109673,0.0568079504547894,0.3943781232145298
job_00197,-1.6256971087708778,68.88799817900588,6.846373316473315,0.13752724425311777,0.09714437616756065,1.2435358224863617
job_00205,-0.0834272453323786,-1.7550548637297259,4.4677578315029916,0.057351262053597696,0.037045747596944185,0.3577731922401346
job_00207,-0.014634785668486137,-2.4320276578844857,4.266670713566049,0.044646572739501386,0.028209431728163984,0.32466651482824616
job_00212,-0.8726032176921967,24.460032345379002,5.530907226042975,0.12287384384777629,0.07722023707847996,0.9267700576855038
job_00214,0.08316349903385645,-4.4587388824815015,5.217952661061495,0.045971398246140424,0.041862527287793286,0.5140674855023608
job_00215,-5.2261901457685065,639.6363600720151,16.228104754560125,0.20961939311932745,0.15980920850082297,2.100454380028167
job_00216,0.031499271381057924,-2.9058684274124498,4.2493966617611685,0.04166153553447534,0.026065673784460085,0.31845910099670505
job_00217,-0.1708859326441804,-3.9102310729372878,5.777313465541347,0.10866017318086485,0.052569214742373326,0.34521380373343313
job_00218,-1.6725537665952301,78.94207812785692,6.6277211985586355,0.16621764238185,0.10766888617948958,1.3723687808839227
job_00220,-1.2426482741650842,37.72434221782707,6.566847217508803,0.1331390651818111,0.08289162398851724,0.9745673752031181
