function:p1+(p2*x)^p3,average_RMS:0.08025004251641267,average_std:0.05398056252606891
name,p1,p2,p3,RMS,std_dev_abs_diff,max_abs_difference
job_00001,1.689578437942249,0.47350797410934464,0.4420209222916804,0.14305226811472535,0.09779363935830895,1.1776423219177212
job_00011,0.320913218579823,2.565090354590926,0.3499138783097114,0.04786860710138563,0.03831463894788647,0.6051611762926383
job_00014,1.2456999333256291,0.7963139322774287,0.42663585758980715,0.12138461054204662,0.07485544732521782,0.9778430603162891
job_00015,1.1548540550356838,0.8460180369061819,0.4125181422006105,0.08974791670861813,0.06431169019944678,0.9084744037343473
job_00026,1.1260605891816005,0.8835053975076295,0.4179833820701452,0.09867966061831683,0.06466794603126104,0.9065407478763243
job_00027,1.1111733758465567,0.9201701003306195,0.4164854177080385,0.09483902393609452,0.06425101949652494,0.9126509031621794
job_00029,0.2326774023820509,3.0762230517774425,0.3458427688184574,0.04935846560913388,0.03847521397419463,0.6192618796426079
job_00031,1.1164592489263265,0.9555721739072739,0.4027985154986371,0.08380684449298223,0.06117575763319094,0.9261786393048401
job_00038,-0.41229248972812604,7.700802582820864,0.32128790623692804,0.0797988350100876,0.050445793975709884,0.5072104419127108
job_00039,1.5701795753330938,0.5731588608942594,0.4315980176128993,0.12620582344641348,0.08805291384536633,1.143337768009322
job_00040,1.4518677768958275,0.6541002894233439,0.42337922089465707,0.11460363465957901,0.08209024328803646,1.0845006996847213
job_00047,0.280551890177438,2.7830780679923617,0.34732823316468925,0.04934988030815687,0.03656362170717593,0.6077187217556337
job_00048,-0.27895087694001125,6.429686515664945,0.3272891179418638,0.08194775132192819,0.051155053145748176,0.5402152394897606
job_00049,0.39004877188421677,2.577578601126956,0.35519226387754793,0.06559640273139795,0.04562734471851828,0.692833783916978
job_00054,2.773036053240904,0.1707469763005835,0.5861668219185148,0.20982763543961894,0.14392574679709136,1.8177483953172082
job_00065,1.3618841344280879,0.6404722661857813,0.46297097662279624,0.10283351964826465,0.07873944410381142,0.9961631825451511
job_00081,1.1629887433543287,0.8788696398279261,0.4112093034101088,0.0867360920463992,0.06471966568450964,0.9365649379632068
job_00082,0.3566809439949654,2.4108871821234708,0.3567408131514171,0.04743857233760563,0.03852736862941809,0.6216124378133019
job_00086,0.4160225191803395,2.4896770791049385,0.3535104282767696,0.06917218816451602,0.04722893361832443,0.6916674201168855
job_00087,2.8334618755755754,0.17461918302006066,0.5819571782331775,0.2120194733743611,0.14911414349951987,1.8880282251054643
job_00093,1.340016258257558,0.7097641507875114,0.42242317288217585,0.09403624147588263,0.07273667310134341,1.0116820445321777
job_00094,1.3276529072345755,0.6776222416454794,0.42859187621537315,0.09208008441468148,0.06725642059785333,0.9792349452958262
