name,t,|M|,RMS,std_dev_abs_diff,max_abs_difference
job_02593,0.950913984642362,276,2.3760383933656053,0.5441122401015084,1.9977333951381695
job_02594,0.7873769756222809,184,0.23908762994598587,0.05673316965620072,0.5922741681552175
job_02595,0.7291372530587694,368,0.12591154352896947,0.05476929299356449,0.676290965594345
job_02596,0.8484619987721457,184,1.0175152906668326,0.2115166855529106,0.9396177222872204
job_02597,0.7251553780884911,368,0.08310840310400278,0.037884384098242845,0.6106722614543874
job_02599,0.7734302448060348,368,0.48897281143608223,0.18103687386182812,1.4650303263563185
job_02601,0.7212709195630057,368,0.06909053576096401,0.03772847818098954,0.6286453882610286
job_02602,0.765712466946049,184,0.39915205164453216,0.10065304607980344,0.8436114770977425
job_02604,0.817348554520915,368,0.42000669275824737,0.1287060418690971,0.9753441657176916
job_02605,0.7239612170123068,736,0.11914918886035065,0.07290409485221919,0.718789902530681
job_02606,0.7903780250339091,368,0.31937398985947507,0.0903047075036316,0.7174797983178602
job_02607,0.7605223597160216,368,0.25692877343080467,0.11805505180050863,0.8091254265523962
job_02608,0.746751261977091,184,0.5234336980153814,0.20349167335843993,1.6062048070799304
job_02609,0.7379961067747206,368,0.15167912348141674,0.06708639556152275,0.7988100902355872
job_02610,0.7831911303529001,184,0.31204668050075446,0.08935520140069637,0.8330221799245623
job_02611,0.7351039510297802,368,0.1731774662309164,0.0663786956383331,0.8178207307857182
job_02612,0.7197846956647637,368,0.12299575002777136,0.06642935170445141,0.7770405680524093
job_02613,0.7558362271163899,368,0.15898907817816246,0.04791827739117581,0.5807083319200963
job_02614,0.7294355166999599,368,0.1733234415606056,0.0695037533661809,0.8362420441477516
job_02615,0.8215077636568261,184,0.44389485889748515,0.0881755992686862,0.7605096181277675
job_02616,0.7214882428376194,368,0.11009000897830062,0.05263605282601721,0.7010851781226877
job_02617,0.878713782695547,368,1.6378741770305143,0.4934745646089108,1.8486856047739852
job_02618,0.7207984692482826,736,0.04978576444092153,0.03156563245914961,0.5559482565944935
job_02619,0.7235048656319777,736,0.25252182155950637,0.13965189134894643,1.0097202845700446
job_02620,0.7243569855211007,368,0.07248960872245297,0.03246547829618764,0.5164122737794439
job_02621,0.80801100023055,184,0.4830022836372724,0.12010921035209576,0.9324688391590736
job_02622,0.7832854907215923,92,1.1089827179014584,0.16734852769559344,0.8004205259489474
job_02623,0.7195443041475929,368,0.15292913324966254,0.05778050144913458,0.7226569212622582
job_02624,0.7414484425543056,736,0.1106677177707113,0.050945675525124676,0.5558953793018446
job_02626,0.8740655536571095,184,1.4706158628154105,0.30747780399670127,1.5692182887396307
job_02627,0.7548997653145219,368,0.28033401567745897,0.086422555232337,0.7928636371947222
job_02629,0.7727131582730219,368,0.4464469825397703,0.16161883852157682,0.9347072984389788
job_02631,0.7273562770684433,368,0.32133175865950014,0.1467849845044164,1.19140941110199
job_02633,0.7557432575306308,184,0.5847448688896121,0.17262032783001421,1.1104522927735827
job_02634,0.7234324781929009,368,0.08846506431585138,0.03945776414646224,0.6028753562301825
job_02635,0.7413032682208017,368,0.15586655247516892,0.05923716044206092,0.685641718615889
job_02636,0.8073116701831773,368,0.7370600619821486,0.28123547301578317,1.2915813210342089
