function:(p1*x)^p2,average_RMS:0.0989927106846727,average_std:0.06459272014151707
name,p1,p2,RMS,std_dev_abs_diff,max_abs_difference
job_00001,2.040595226195098,0.3699382267966817,0.19486515534310328,0.11649877452361265,0.5682841989269969
job_00011,3.508503990550458,0.33882093239051886,0.05196216118193021,0.038369388068450444,0.44721805709572027
job_00014,2.1545185340250534,0.37962095189478295,0.15582377089662708,0.09868958491231469,0.37771122706969606
job_00015,2.2819448411435364,0.36782089760755005,0.12476869897166666,0.07313445084934558,0.3929192525691967
job_00026,2.217059803689273,0.37569801090328264,0.13137191198967044,0.08143250135497768,0.3841841638110344
job_00027,2.275681735040347,0.3751615941770851,0.12752691676958886,0.07647859005675482,0.38912397755216066
job_00029,3.847619484848334,0.338096361250058,0.05144235218877102,0.03612088682466005,0.5056361436097339
job_00031,2.563910155354731,0.3601513882306606,0.11657884705647054,0.0692270361952397,0.4122806402623329
job_00038,5.229920438273902,0.3332267113144133,0.0832903517085485,0.05613091791795857,0.6985069662802961
job_00039,2.2288651360038587,0.3670519346288871,0.17452423448172802,0.10447223438069622,0.5014204351205382
job_00040,2.3195261356711128,0.3648023587032781,0.1586382698237661,0.09697425325682202,0.4783425377326225
job_00047,3.658810957957178,0.3377633156794018,0.052365621353801,0.035063153993356286,0.4704802873470859
job_00048,4.959103255998726,0.3355209488895288,0.08358293320037148,0.05473710564802174,0.6715857371835454
job_00049,3.7154150749952457,0.34208126261901506,0.07018768358066564,0.045291448709195624,0.49818738393793693
job_00054,0.8691636222582328,0.4617784416920506,0.3729980595577895,0.19741441673721535,0.9218985615925437
job_00065,1.6159492738541053,0.4130854674618317,0.1590105996458754,0.09603831773709533,0.4534223003866664
job_00081,2.3810911439592815,0.36669393993439076,0.12279804885009413,0.07540312020914108,0.44790497085400105
job_00082,3.3728299657348844,0.3445136282511346,0.05275274137830795,0.036117861198005786,0.4423851452504002
job_00086,3.709740889891245,0.33929685629528283,0.07401766719451904,0.04798049988000814,0.4856639587821716
job_00087,0.9409552625059737,0.45567308848233135,0.37596562818341156,0.19734716722252918,0.990045460045331
job_00093,2.2253726401108462,0.36938008559432767,0.1390996550523933,0.08301949877882131,0.4574247654854666
job_00094,2.0424011083604228,0.3759507334928742,0.1389298319709821,0.07942756999380905,0.4329259625948074
job_00096,4.097972142658501,0.3328410690343495,0.038726887065124935,0.03511573983044041,0.5258403768727944
job_00097,2.7239636748626803,0.35902226775933216,0.06576412772873173,0.05094337590250294,0.34979658418085613
job_00098,4.3649278347026375,0.3332395605375071,0.03897989111062533,0.03251343018307917,0.571041769679066
job_00099,1.610055817928259,0.4140606684431363,0.17109911887466783,0.09614250168024852,0.4505054316302983
job_00100,3.6751796256597253,0.3438498892585328,0.07491553197184705,0.04192329524400576,0.4971666923783551
job_00104,1.7495946322661393,0.40824476929382314,0.1694181500132746,0.10863476155501912,0.539770759999433
job_00111,3.935293998047468,0.33395611356217303,0.04201527224843856,0.031254971719507016,0.503554454426868
job_00112,3.7051647771206735,0.33523802208406983,0.05161994508324394,0.03285722291452101,0.46892310540229976
job_00113,3.9471998039961433,0.3361327302226439,0.03825972678991867,0.03245256572951659,0.5147011745440535
job_00114,3.5176414425478066,0.3455189012754724,0.046067241061717785,0.034469348375757755,0.47425851289784227
job_00115,3.745541204370134,0.3391873456864353,0.06407264683030833,0.036730783444031204,0.49202987008739063
job_00116,2.0076059310589858,0.37558719265851653,0.14840155747956124,0.08169058061228464,0.4522452152142389
job_00117,4.179537261258499,0.33997682605839347,0.08178443080085343,0.05600411902809022,0.5705577392758154
job_00118,3.6984174445319766,0.3362942022999053,0.04606842923078327,0.03060586151172405,0.4718656431143857
job_00119,5.011910296645293,0.335965564492417,0.07314656482892479,0.04975990194446065,0.681265516954983
job_00120,3.1861828207415446,0.41268775773314686,0.4848454181118592,0.20001399238358566,0.9321457643213531
job_00122,3.1860653706758884,0.4126900658668805,0.4848485697631561,0.20000704198127736,0.932225164809779
job_00127,4.184748789160435,0.33196766948019285,0.03784369351803621,0.03245492556892186,0.5362967858047871
job_00142,2.629600672577521,0.3584289978628218,0.15151393166626081,0.07945428404677415,0.3398839272145082
job_00143,4.251472547313001,0.34109792579591913,0.05208204832104803,0.03710942841034575,0.5192479817212365
job_00145,4.113979553619681,0.33532257577206903,0.04977111533068187,0.03442285170850998,0.5393004314461876
job_00147,3.4931221429307318,0.3478885202202024,0.054770902591043925,0.03353965495586571,0.47905968500738094
job_00149,4.135874366563378,0.33535541338573244,0.045432060087426014,0.032832374335600704,0.5433928911907833
job_00152,2.935049938523266,0.35476583529908434,0.17739841622432617,0.08174635777770003,0.38555298596906296
job_00153,1.4347617757787,0.42909645014066095,0.2332862386402974,0.11229416653341556,0.49922293708616383
job_00154,4.04106309475174,0.33463904297586816,0.03956131269980915,0.03472317044492362,0.5242636145524895
job_00155,4.503215779662326,0.33340694322424613,0.04792152433104508,0.041152225929920995,0.593065837546217
job_00156,3.8761436999801386,0.335986274548616,0.04978699455053541,0.038839653834800765,0.5019127940739534
