name,a,b,RMS,std_dev_abs_diff,max_abs_difference
job_04848,-3.105664113169076,1.9380557360253918,0.5349703229164898,0.30076706583205276,2.5294483771436838
job_04849,-0.08714078109209335,1.3860917010244753,0.0651837438607332,0.04126553264914721,0.42400937911712067
job_04850,-0.5075780757142925,1.452905328746388,0.08090823199952718,0.052647328181293813,0.41648274696790444
job_04852,-0.6782131322940308,1.4891717533879494,0.11034160277666127,0.07332940449380748,0.5511813789060813
job_04853,-0.3227240507980895,1.3235648197777443,0.10241075087085495,0.05629311989013827,0.36116923102034515
job_04854,-0.4285822176095732,1.3983797072586859,0.0965545475144007,0.054457399957634184,0.3924725103508875
job_04855,-0.8087764245408346,1.4706729575183388,0.11299500444008273,0.07311045194408021,0.7000034670224959
job_04856,-0.013484010878142376,1.3135792753995734,0.040262655323854854,0.0282897933230073,0.3928951346316092
job_04857,-0.5611277012174503,1.451749301666988,0.12785577394159392,0.0664414017997643,0.47158839955046217
job_04858,-0.06821976907376755,1.3513441446048333,0.06264784573700197,0.037703590241403705,0.39303574281998555
job_04859,-0.004044667563162322,1.3274294988660271,0.036145705738076614,0.031228920330494715,0.4224799567897437
job_04861,0.08170418778420363,1.2958205264930878,0.04155554335297237,0.032550300359574985,0.4625907853143789
job_04862,0.03619791879493983,1.375374117370065,0.06855507145796819,0.04254632548551243,0.5321106485838474
job_04863,-0.5439223517826577,1.5536417817130224,0.06101981263963159,0.03873384204031228,0.35239057006963526
job_04864,-0.09457225770409083,1.4480860054291589,0.06511474593599026,0.049275665213266776,0.5216099802989116
job_04865,-0.7129429058110826,1.5351762566306761,0.08749220851198884,0.04512567879119521,0.5398366491804063
job_04867,-0.22972343227332637,1.3977058156047888,0.10463718278891126,0.05497937273954828,0.299789892940997
job_04868,0.05591276842753877,1.2866381056148746,0.03609344137095535,0.030646506351435614,0.4235460233917294
job_04869,-0.24045179234384162,1.3552760100534933,0.06054544295838579,0.03851878290018221,0.24758578229034822
job_04870,-1.4441841318323847,1.6532816032979358,0.2532278727720756,0.13048246246342454,1.1521725285344488
job_04871,-0.009381452024121328,1.3808609856403267,0.059562205093027155,0.04235195390373716,0.494454711169904
job_04872,-0.12875893898782853,1.3251768046194075,0.03172678018653736,0.021856840308335474,0.2948167380558562
job_04873,-0.17810856244657208,1.3129800817339445,0.06774676546900224,0.04014610875500182,0.24262786280059734
job_04874,-0.23607462370873683,1.3841876832594948,0.06731856721102027,0.04125245339109246,0.2720794676970768
job_04876,0.02266363996596798,1.2970459461186326,0.02805904252060457,0.023597913043326618,0.40560759842453153
job_04879,-0.3410426316608881,1.4398364130931416,0.09117389736079816,0.048587825171228984,0.2633562185677465
