a,b,p
1.689580839901475,0.7186003482109415,0.44202105211329307
0.3209130194082684,1.3904351183456298,0.34991387094404625
1.2456999573179315,0.9074005075085187,0.4266358586546369
1.1548543790988777,0.9333461153979846,0.4125181570846521
1.126061366306292,0.949546477075013,0.417983414621717
1.1111715263796542,0.9659438490062177,0.4164853370730872
0.23267695784769493,1.474950657656592,0.3458427535467081
1.116457159221847,0.98186211044724,0.4027984204307992
-0.41228842001881283,1.9267832357857368,0.32128801923313915
1.570181274678156,0.786451000639777,0.43159810527566106
1.4518677843909218,0.8355022844110489,0.42337922195061434
0.2805520757025775,1.4269087277395591,0.34732823940728463
-0.2789496058705356,1.8387030290435697,0.32728915300879735
0.39004888236309787,1.3997783680815006,0.35519226770413337
2.773037656566924,0.3548382944811251,0.5861669220059912
1.3618841585988934,0.813608100119978,0.4629709779854503
1.1629875838147368,0.9482905092510433,0.41120925028755106
0.3566821583804963,1.3687934889949227,0.35674085744832357
0.41602225779375723,1.3805137153177587,0.3535104182175919
2.8334643764098257,0.36218416638930334,0.581957334302368
1.340016363881752,0.8651812736941907,0.42242317803732604
1.3276556299535653,0.8463738216661125,0.4285920079846055
-0.057618873871760005,1.625401849464686,0.33097376316959704
0.5942484012532137,1.1988871147345062,0.3801123677095391
-0.41737873951060045,1.8277753125883216,0.32045857657628096
1.4475186893149123,0.7911908539020157,0.46734287168166666
0.37304260235510994,1.405699791269108,0.3563197850211832
1.4397781608095934,0.8205501747648298,0.46070679559315564
-0.007174365576432271,1.5833884560720675,0.33372039246108215
0.1775023826845144,1.47225099724147,0.3412677571474541
-0.019447799896249465,1.5952038309312058,0.3355010988283137
0.21611354937537725,1.4521207602754305,0.3526837776953296
0.20406378722040294,1.475700561699312,0.34599348057495083
1.4231847295458742,0.8078220120161118,0.433134302728127
0.345815978750988,1.4764188368054687,0.35119233397297656
0.026784220141463838,1.5404766908370653,0.337186580857791
-0.43004584725938955,1.916178979736452,0.3235151851276038
-3.8363300556797273,3.087387732234658,0.3361931561749999
-3.8363233848747647,3.0873514324773867,0.33619525741992295
-0.19058929432453203,1.6961315227567384,0.32589020168237637
1.2649963916695373,0.9377772176250475,0.40751609602867916
0.17186797876792903,1.5634300264255088,0.34651848474244545
0.03444617745854906,1.5913827735367503,0.3364359795349278
0.20782121553732721,1.4572542697687534,0.3547188376762788
-0.049208087065566064,1.6319897374689887,0.3337811499117904
1.1276857231691235,1.0286443430889796,0.39683108151389695
1.7668795472520622,0.6903993474483152,0.49467159727174803
-0.1055464371842019,1.6436129319678858,0.33124568417684686
-0.14517585477728062,1.7178954445539716,0.3288930729887499
0.2101450082262814,1.483393141299886,0.3430154687047201
-0.2559130050446838,1.7681539937778123,0.3263702741869109
0.610393473562266,1.224781869823481,0.3678765740078334
2.1025233371143135,0.5635097537985545,0.4833597652765999
-0.18935403609930757,1.751011118615707,0.32552289482543373
0.4330555074127581,1.3413515405254406,0.3550922856671873
1.4519799096798538,0.8452576260270733,0.43321310544589126
1.4637705656077549,0.8412176540098385,0.43376994391862184
1.2312930781283489,0.899295667230229,0.4189330853991551
-0.06619176786981937,1.6533257224841102,0.3322579281039786
0.32210671375618327,1.4283252375867277,0.35089408584091897
0.3907695616706859,1.3533559227432912,0.3527871001475239
0.024602455330262563,1.552019137407506,0.3370517415397631
0.16083105557216237,1.510663858652878,0.34393134603366576
-0.7278672268972647,2.1080733302445713,0.3131981694849097
-0.5626291269377306,2.0090528457039056,0.3192951340875535
1.997862439505105,0.6888440223465468,0.48578821151134904
-0.040872640315946666,1.6332428616122359,0.33428243808176844
-0.023821266073827167,1.5984684205999844,0.34255452364938754
1.7493074991005517,0.660947728560933,0.4943031168246036
1.4909827824537556,0.7593720623410094,0.47333709572949095
0.29882741343638114,1.4936303682307763,0.353039178195966
1.1137108605473915,0.977860593801758,0.40840513342904056
0.1334039568993361,1.53439579848075,0.34187621523721223
0.039807504967980134,1.5794784465749738,0.3367945611739223
0.9438738233222547,1.0898237003355153,0.3888602414873283
-0.6336194162813497,2.056163124326999,0.3142268015073591
1.7074685704394839,0.7154907714464012,0.4737121043638083
-0.1573956253313653,1.6891125076012943,0.32888837021039136
-0.12250024270533932,1.7492234367336599,0.3367463861302239
1.3568236307922823,0.8833701419613524,0.4189109118500955
0.9029965807303668,1.0946698769354415,0.3946949048286714
-0.21949579900952385,1.7633107953118035,0.32784308610016677
-0.23726240240008323,1.7328838692594362,0.32453980797622106
-0.3228677073820924,1.81427154563299,0.32266740133560234
0.0026293449778418665,1.632201385419559,0.3363635342702853
-0.04503845439713073,1.629675114507868,0.3398436562667986
0.7961235323295069,1.1670849263288081,0.37645371940561534
-0.06315027870165386,1.6159383612657576,0.3406194197005903
1.2461628879293896,0.8939408159023599,0.42015886506271943
-0.0045674196169342455,1.6168877970266196,0.338075891025652
0.24465257270267057,1.5030426902931395,0.34578457902122056
0.009001913666806005,1.565421016644476,0.3409938351141745
1.1571297945137387,0.9388046965802634,0.41366703001772837
-0.18184296280269505,1.7631522075627186,0.3273043899164977
1.4147494532022495,0.85510887825778,0.4263124027972275
0.3315986675944253,1.3974623581081378,0.3656603519304064
0.0754909208952983,1.568639225734099,0.33923373727757283
-0.5206889268311842,1.9772998532361874,0.32065550492576994
0.18563356279372809,1.5312163297676475,0.35217290611297
-0.025400603601157097,1.640959569960711,0.33306020250672763
0.6660144368137233,1.2484447222936246,0.3855817701667834
-0.17808744001388283,1.7633991528206963,0.3293509478994302
0.43801111963294664,1.3638045336109588,0.35482377969966594
0.6976072866165093,1.268802088848766,0.3800691250231648
-0.1609459122727337,1.6949223211465063,0.3286195869811055
1.3104285553580421,0.9095810275431613,0.4215384637283449
0.47366239532553217,1.3266720697454815,0.3569265368024843
1.6687465633875747,0.7146976662829558,0.4818450412303551
-0.005912587935971057,1.5930387503258112,0.33668673544946365
-0.08563677811110935,1.677338550627041,0.33379686595022157
-0.8114098883113096,2.0565092592169045,0.3102811572807969
0.6466131272682807,1.1536030973940037,0.39957412344632276
1.5304002656038638,0.7485799385644866,0.44858352583282846
-0.21742866210618456,1.742809158899656,0.33005217988976365
-0.23292721704962052,1.7942365362552524,0.3263804894442329
1.576508872043566,0.8689104000678474,0.4252822741902613
0.9267992287119706,1.109375269280477,0.3872247463324034
1.0092199256528036,1.021708754380658,0.3968479062970558
4.213036335435715,0.15363555738517465,0.6920792805251453
1.5692999867564557,0.7717470282567782,0.4362977398290225
0.050036501802784336,1.5425221142917964,0.3515551274281076
-0.15009824823095655,1.7279843165715445,0.3294427525449372
-0.24260742647289696,1.7775296275339347,0.3258944598131587
0.1374287735236015,1.5494781999340925,0.34104592012770196
-0.5538204026805678,1.9484878974578772,0.3165494702421952
1.4439787505512778,0.8848999065915423,0.4190453797885573
1.6848795102630596,0.782449379724157,0.4351816500842936
-0.038857189368816415,1.5710481194551298,0.3373729142999481
-0.15666898589541145,1.7303074610312297,0.3272229523568863
0.20231176038227938,1.483555422615798,0.348790987845537
-0.006647195002917707,1.647070210515734,0.3401265198886194
-0.12185024695469635,1.5201053554131445,0.3661364820253894
0.18483480253286236,1.472908256473848,0.34178617046134097
0.01264557278152766,1.605966664681452,0.3360277304933438
0.8688455603837131,1.1744697305845893,0.3841442932690095
0.01545893397867572,1.6077367301849326,0.3350011513015175
2.0295253556551125,0.6703491702145569,0.4905529919574431
0.2973138014530388,1.4163266886271588,0.34961931004039826
-0.7182034327671966,1.9645171176088516,0.3146399987231946
-0.21258385648431885,1.739270909665001,0.3296794178326093
0.4117097180784547,1.4198436912077943,0.3540168988751952
1.0327575043357051,1.0370256503297528,0.40888370386252254
-0.025728019313950887,1.6321283543821796,0.3346739012902746
-0.23044036696622294,1.7017521839499326,0.32487316193668353
1.296805880135956,0.864154518477954,0.42309285658330226
-0.3962761357490234,1.8757047500474981,0.321406326044169
-0.03339700548215639,1.6070952456524736,0.332010763883235
-0.09810101805248458,1.6761813867244344,0.34586595101702583
0.09639257548002461,1.5366153224051124,0.3384063190305878
-0.1450050108972205,1.7032731373763657,0.3353396736030113
-1.0820836021665952,2.1922593744580725,0.3020717348690733
1.6465759876899322,0.7427955233092348,0.47602646285664957
0.34362698223495936,1.4485832040201811,0.3680687895956835
-1.5012209991354886,2.4849541239654296,0.29677592631535266
-0.1636940045376146,1.7067376618434136,0.3277158851913843
-0.36701934871611114,1.8720328214545177,0.3210156141103759
1.0514299777276925,1.0654674612990844,0.40137573111396213
0.3754533606306559,1.3376920321174524,0.36302011241555043
0.10815974978798912,1.510740373221037,0.3381869021104661
-0.13708666637276784,1.6552588907628691,0.32789490226317847
1.2817445383037676,0.7476700188998143,0.5327571335439425
1.0763242822813415,0.8155510315601028,0.5221380755524311
-0.05171662907869344,1.5811289715894685,0.34365670925345243
1.6650096363572064,0.7363063328327897,0.4775668487296691
1.2152461232284955,0.9794080655839795,0.41430993058802257
-1.0036637823995145,2.202311320950431,0.3068430773436913
1.0755498545429616,1.049022569869061,0.3992536514853198
-0.5331396337195979,1.990724918653528,0.32070757518235604
1.1768995686657902,0.9482299612972316,0.4119098639864327
0.12493777136111693,1.557966385663699,0.34071980904333615
-0.17373030939649053,1.7625961586531498,0.33231833405504796
-1.0554109725368377,2.2694099545808086,0.308130026164477
0.3575408247102253,1.433264853345088,0.3532131630110587
0.35791152852052444,1.4018223425339,0.35147747168935267
0.1554974944242308,1.5397072601950077,0.34229952569615685
0.18268723754383148,1.4937691750294175,0.347124289425072
0.09895709781493944,1.5115180463199527,0.3380973180553597
0.5738362338373879,1.2876038727349954,0.3671799541943626
-0.4441264028362077,1.9496567899254007,0.3204601192880872
0.8186571777419102,1.1267692981772781,0.380422292926445
0.34528850496633445,1.4895983496306806,0.3543147656147934
0.24124091012998203,1.463163790557649,0.3470391808800496
-0.5928174633402841,1.9191827919227886,0.3214758901084848
1.4218575954407338,0.8067419263613698,0.45722770199459606
1.199300816033586,1.0539399275482009,0.4007752668350021
1.4326827364956598,0.8504243740391143,0.4266078774931286
0.09956832373643476,1.5580620420868876,0.34168770599950304
1.1914102801073192,0.948865833009575,0.411124726888
1.4112151039119665,0.9745949433670874,0.41278353940694285
-0.3667345716347676,1.8919769484935047,0.3221114936382751
0.1689613609389525,1.587835193630346,0.34642962405455324
-0.08208277015554993,1.5679430051740688,0.3572129171059632
0.04115275340197945,1.5722684919805958,0.34491438670189384
0.5186358169785937,1.4088080302217618,0.3702069591744772
0.35479304873591655,1.3666345966580993,0.3618899015371366
0.21712375231182063,1.4947681878173085,0.3581322369505172
-0.06262443235272021,1.6361129494325597,0.3321153531633625
0.3793491492949724,1.4292023243071248,0.3542948260905274
0.27908472064953066,1.444667483507583,0.3474894381885046
1.7414729041854147,0.7101740511661008,0.4513868988701327
0.12643805070297884,1.5589318387702884,0.34012252736945536
1.0329144278466094,1.0282425517520712,0.404783878032286
-0.046017329880770175,1.6610520508304392,0.33617293508990703
-0.08416075357612454,1.7387386764979276,0.33459520492072103
-0.15173047712194357,1.7265344055509015,0.33477207588740693
0.3885941770442634,1.4443048044111324,0.35899513069773004
1.386849158143962,0.9144979955079755,0.41209277163498825
0.14979749932245978,1.543854229951514,0.3417785020861723
-3.6739343309985513,2.9700388435503218,0.3422611559569119
0.3349770596071434,1.5165030927949816,0.3568739582774309
-0.068132939720151,1.6375454508384897,0.33327894932893926
-3.5488027269530553,2.892812603649825,0.3460346904320253
0.19128885193192557,1.4766249759059038,0.35063427436346645
1.3469483136743454,0.863476480087018,0.4217335576882147
1.0975167825695011,1.1252459494636184,0.3928820715941106
-0.5253941422017494,1.9402603687648916,0.3192651026639614
2.2995181743593722,0.49179082109955347,0.49754422273564947
0.8781330289663324,1.1733501161026252,0.38345604355396407
1.560330117414133,0.8004333091644129,0.4370520720455384
1.5634491870621035,0.844047024364457,0.4327031531980785
0.548987746302974,1.3587495468366084,0.3697492722371586
1.7062379849957787,0.7248132418469543,0.4802865962286583
0.2934160394985874,1.4350117383683396,0.35598573124299815
